fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,good_quality,total_acidity,acidity_ratio,free_to_total_sulfur,alcohol_level_medium,alcohol_level_high
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,0,12.8,24.6,0.35714285714285715,True,False
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,0,12.8,24.6,0.35714285714285715,True,False
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,0,12.19,23.877551020408163,0.3333333333333333,False,False
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,1,12.28,42.857142857142854,0.47619047619047616,True,False
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,1,12.13,35.75757575757576,0.675,True,False
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,0,8.11,14.901960784313724,0.21052631578947367,True,False
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,1,11.41,35.806451612903224,0.3404255319148936,True,False
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,0,8.03,10.0,0.17647058823529413,False,False
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,1,5.42,11.904761904761905,0.38,False,True
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,1,10.489999999999998,35.172413793103445,0.38461538461538464,True,False
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,0,9.45,20.0,0.28,True,False
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,0,6.989999999999999,16.923076923076923,0.15436241610738255,False,True
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,0,9.45,20.0,0.28,True,False
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,0,10.39,20.20408163265306,0.20930232558139536,False,False
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,0,8.620000000000001,10.972222222222223,0.5263157894736842,False,False
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,0,9.495000000000001,14.957983193277313,0.27522935779816515,False,False
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,0,12.8,31.0,0.25,False,False
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,0,12.48,20.517241379310345,0.2777777777777778,True,False
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,0,9.085,14.529914529914532,0.16666666666666666,True,False
12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,0,13.29,21.52542372881356,0.5,False,False
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,0,9.114999999999998,8.96174863387978,0.30434782608695654,True,False
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,0,13.66,28.69565217391304,0.34285714285714286,False,False
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,0,8.535,9.221556886227546,0.42857142857142855,False,False
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,0,13.66,28.69565217391304,0.34285714285714286,False,False
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,0,8.88,14.31034482758621,0.2222222222222222,False,False
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,0,8.9,13.833333333333336,0.25,False,False
9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,1,9.81,22.926829268292686,0.5,False,True
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,0,9.280000000000001,18.333333333333336,0.5,True,False
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,0,10.75,15.538461538461537,0.16923076923076924,True,False
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,0,6.66,17.5,0.38461538461538464,False,True
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,0,9.040000000000001,36.66666666666667,0.43859649122807015,False,False
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,0,13.58,34.73684210526316,0.3125,False,False
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,0,8.14,11.71875,0.6206896551724138,True,False
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,0,8.59,21.025641025641022,0.3448275862068966,True,False
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,0,9.955,12.185430463576157,0.0970873786407767,True,False
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,0,10.2,16.0,0.39436619718309857,True,False
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,0,10.2,16.0,0.39436619718309857,True,False
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,0,11.81,37.096774193548384,0.5,True,False
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,0,11.860000000000001,24.782608695652172,0.23529411764705882,True,False
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,0,11.67,30.540540540540544,0.375,False,False
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,0,8.84,15.37037037037037,0.14285714285714285,False,False
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,0,8.76,14.64285714285714,0.1346153846153846,False,False
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,0,10.58,17.24137931034483,0.28125,False,False
7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,0,8.41,15.490196078431373,0.4666666666666667,False,True
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,0,7.49,9.855072463768117,0.3620689655172414,True,False
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,0,7.49,9.855072463768117,0.3620689655172414,True,False
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,0,9.4,14.666666666666668,0.3333333333333333,False,False
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,0,9.4,14.666666666666668,0.3333333333333333,False,False
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,0,9.239999999999998,16.111111111111107,0.22580645161290322,False,False
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,0,8.285,11.094890510948904,0.23809523809523808,False,False
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,0,9.239999999999998,16.111111111111107,0.22580645161290322,False,False
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,0,10.68,37.14285714285714,0.2631578947368421,False,False
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,0,8.01,18.536585365853657,0.4883720930232558,True,False
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,0,11.035,10.802139037433154,0.12790697674418605,False,True
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,0,8.25,22.571428571428573,0.45098039215686275,False,False
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,0,9.54,10.357142857142856,0.7272727272727273,True,False
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,0,10.48,10.909090909090908,0.20408163265306123,False,False
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,0,10.385,10.734463276836157,0.21379310344827587,False,False
7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,1,8.615,8.415300546448087,0.30434782608695654,True,False
8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,0,9.19,30.689655172413797,0.43859649122807015,True,False
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0,10.440000000000001,18.333333333333332,0.4,False,False
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,0,10.09,16.10169491525424,0.3088235294117647,False,False
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0,10.440000000000001,18.333333333333332,0.4,False,False
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,0,10.09,16.10169491525424,0.3088235294117647,False,False
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0,10.440000000000001,18.333333333333332,0.4,False,False
7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,1,8.44,12.1875,0.45454545454545453,True,False
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,0,7.97,10.895522388059701,0.3,True,False
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,0,9.145000000000001,9.822485207100593,0.35714285714285715,True,False
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,1,9.18,18.125,0.35714285714285715,False,True
6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,0,7.12,15.952380952380953,0.16216216216216217,False,True
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,0,11.129999999999999,24.883720930232556,0.25,True,False
9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,0,10.680000000000001,11.136363636363637,0.22580645161290322,False,True
15.9,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,0,16.26,44.16666666666667,0.30985915492957744,False,False
9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,0,9.73,28.484848484848484,0.3,False,True
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,0,9.07,18.29787234042553,0.2413793103448276,False,False
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,0,10.25,17.636363636363633,0.37735849056603776,False,False
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,0,11.129999999999999,24.883720930232556,0.25,True,False
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,1,12.5,24.0,0.5476190476190477,True,False
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0,7.720000000000001,13.846153846153847,0.25,True,False
7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,0,7.9399999999999995,8.452380952380953,0.38461538461538464,True,False
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0,7.720000000000001,13.846153846153847,0.25,True,False
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,0,7.92,17.857142857142858,0.35714285714285715,False,False
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,0,7.7700000000000005,12.631578947368423,0.3333333333333333,True,False
10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,0,10.379999999999999,36.07142857142857,0.38461538461538464,True,False
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,0,12.5,30.249999999999996,0.2777777777777778,True,False
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,0,9.99,15.93220338983051,0.5208333333333334,True,False
8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,0,8.790000000000001,16.938775510204085,0.375,False,False
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,0,11.64,33.23529411764706,0.4,False,False
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,0,10.73,13.698630136986301,0.4838709677419355,True,False
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,0,11.64,33.23529411764706,0.4,False,False
6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,0,7.300000000000001,17.25,0.6666666666666666,True,False
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0,8.93,11.232876712328766,0.38461538461538464,False,False
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,0,11.040000000000001,7.903225806451614,0.2119205298013245,False,False
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0,8.93,11.232876712328766,0.38461538461538464,False,False
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,0,11.200000000000001,27.0,0.4117647058823529,False,False
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,0,9.71,22.682926829268297,0.3870967741935484,True,False
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,0,11.200000000000001,27.0,0.4117647058823529,False,False
8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,0,9.4,10.749999999999998,0.3870967741935484,True,False
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,0,9.08,10.641025641025642,0.5172413793103449,True,False
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,0,11.06,41.53846153846154,0.40816326530612246,True,False
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,0,13.73,30.930232558139537,0.375,False,False
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,0,8.45,17.77777777777778,0.5517241379310345,True,False
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,0,8.96,18.478260869565215,0.5517241379310345,True,False
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0,8.879999999999999,10.384615384615383,0.3333333333333333,False,True
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,0,10.780000000000001,10.000000000000002,0.23026315789473684,False,False
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0,8.879999999999999,10.384615384615383,0.3333333333333333,False,True
7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,0,7.75,10.923076923076922,0.325,False,False
9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,0,9.74,14.21875,0.34210526315789475,True,False
7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,0,8.36,11.666666666666666,0.4444444444444444,False,False
8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,0,8.48,21.31578947368421,0.29411764705882354,False,False
7.4,1.185,0.0,4.25,0.097,5.0,14.0,0.9966,3.63,0.54,10.7,0,8.585,6.244725738396625,0.35714285714285715,True,False
9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,0,10.12,9.999999999999998,0.12903225806451613,True,False
8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.9979,3.03,1.17,9.0,0,9.09,17.551020408163264,0.25806451612903225,False,False
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,0,9.48,18.75,0.1721311475409836,False,False
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,0,9.47,19.148936170212767,0.192,False,False
5.1,0.47,0.02,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,0,5.569999999999999,10.851063829787234,0.4090909090909091,False,True
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0,7.65,10.769230769230768,0.32,False,False
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0,7.65,10.769230769230768,0.32,False,False
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,0,10.015,15.284552845528456,0.25,True,False
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,0,12.180000000000001,31.05263157894737,0.2631578947368421,True,False
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,0,11.62,10.392156862745097,0.29545454545454547,True,False
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0,7.65,10.769230769230768,0.32,False,False
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,0,7.64,10.9375,0.391304347826087,False,False
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,0,7.88,19.736842105263158,0.2619047619047619,True,False
9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,0,9.865,11.895424836601306,0.2857142857142857,True,False
8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,0,9.435,8.115942028985508,0.2037037037037037,True,False
7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,0,7.78,8.974358974358974,0.5263157894736842,True,False
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,0,7.890000000000001,15.102040816326532,0.43243243243243246,True,False
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,0,8.345,14.311926605504587,0.3142857142857143,False,True
9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,0,10.01,31.29032258064516,0.3939393939393939,True,False
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,0,11.625,10.341463414634147,0.25,True,False
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,0,9.465,15.752212389380533,0.14285714285714285,False,False
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,0,9.389999999999999,12.608695652173912,0.3939393939393939,False,False
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,0,8.43,18.6046511627907,0.20833333333333334,False,False
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,0,10.64,13.378378378378379,0.2727272727272727,True,False
7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,0,7.69,14.693877551020408,0.38235294117647056,False,False
8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,0,8.43,18.6046511627907,0.20833333333333334,False,False
7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,0,8.06,16.52173913043478,0.24489795918367346,True,False
8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,0,8.96,15.0,0.45454545454545453,True,False
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,0,7.76,10.757575757575756,0.37777777777777777,False,False
8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,0,8.96,15.0,0.45454545454545453,True,False
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,0,9.38,18.541666666666668,0.330188679245283,False,False
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,0,8.02,18.095238095238095,0.3125,True,False
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,0,7.409999999999999,22.903225806451612,0.28346456692913385,False,False
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,0,8.615,6.726457399103139,0.4166666666666667,False,True
9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,0,9.66,13.636363636363635,0.38461538461538464,True,False
8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,0,8.82,11.25,0.3673469387755102,False,True
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,0,6.970000000000001,11.228070175438598,0.36363636363636365,False,False
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,0,6.970000000000001,11.228070175438598,0.36363636363636365,False,False
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,0,7.265000000000001,7.398843930635839,0.46551724137931033,False,True
9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.9982,3.17,0.67,9.6,0,10.05,17.27272727272727,0.32432432432432434,True,False
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,0,9.775,10.171428571428573,0.2857142857142857,False,True
7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,0,8.135,8.742514970059881,0.5263157894736842,True,False
7.0,0.45,0.34,2.7,0.082,16.0,72.0,0.998,3.55,0.6,9.5,0,7.45,15.555555555555555,0.2222222222222222,False,False
7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,0,8.26,13.749999999999998,0.23076923076923078,False,False
7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,0,8.665000000000001,7.9792746113989645,0.5,False,False
7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5,9.5,0,8.665000000000001,7.9792746113989645,0.5,False,False
8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,0,8.79,13.898305084745763,0.3275862068965517,False,False
9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,0,9.46,19.565217391304348,0.2692307692307692,False,False
9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,0,9.69,13.043478260869566,0.5,False,False
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,0,9.06,10.921052631578949,0.75,False,True
9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,0,9.729999999999999,17.358490566037734,0.2014388489208633,False,False
6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,0,7.115,10.56910569105691,0.5,False,False
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,0,12.01,28.29268292682927,0.24752475247524752,True,False
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,0,11.49,28.46153846153846,0.2079207920792079,False,False
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,0,7.81,14.313725490196077,0.42857142857142855,False,False
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,0,8.54,24.117647058823525,0.21052631578947367,False,False
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,0,8.93,26.06060606060606,0.23529411764705882,False,False
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,0,7.7,14.4,0.3870967741935484,True,False
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,0,7.81,14.313725490196077,0.42857142857142855,False,False
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,0,8.950000000000001,12.76923076923077,0.425,False,False
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,0,8.950000000000001,12.76923076923077,0.425,False,False
7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,0,8.14,14.074074074074073,0.36363636363636365,False,False
8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,0,8.950000000000001,12.76923076923077,0.425,False,False
7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,0,8.28,16.25,0.4375,False,False
7.8,0.91,0.07,1.9,0.058,22.0,47.0,0.99525,3.51,0.43,10.7,0,8.709999999999999,8.571428571428571,0.46808510638297873,True,False
6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,0,7.279999999999999,6.428571428571429,0.45454545454545453,False,True
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,0,8.969999999999999,9.310344827586206,0.3225806451612903,True,False
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,0,8.969999999999999,9.310344827586206,0.3225806451612903,True,False
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,0,9.22,20.952380952380956,0.375,False,False
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,0,9.58,15.517241379310345,0.08653846153846154,True,False
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,0,9.955,14.198473282442748,0.14285714285714285,True,False
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,0,9.5,12.571428571428573,0.42105263157894735,True,False
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,0,9.955,14.198473282442748,0.14285714285714285,True,False
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,0,9.78,13.38235294117647,0.25,False,False
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,0,9.87,13.731343283582088,0.25,False,False
8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,0,9.39,14.915254237288137,0.16216216216216217,False,False
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,0,8.1,12.5,0.1326530612244898,False,False
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,0,7.6899999999999995,12.033898305084746,0.2553191489361702,True,False
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,0,8.620000000000001,10.972222222222223,0.21875,True,False
7.1,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,0,7.6899999999999995,12.033898305084746,0.2553191489361702,True,False
9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55,9.4,0,10.085,13.722627737226277,0.16083916083916083,False,False
9.5,0.57,0.27,2.3,0.082,23.0,144.0,0.99782,3.27,0.55,9.4,0,10.07,16.666666666666668,0.1597222222222222,False,False
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,0,8.3,19.75,0.022727272727272728,False,False
