videostatsid,ytvideoid,views,comments,likes,dislikes,timestamp
879976,eWfrZSW-mV0,679868,4014,55927,540,2019-11-26 07:00:27
1331721,my3_PJY9KCk,1019178,1328,40743,610,2020-03-01 14:00:53
791219,BRB-OlGJK1w,4302889,22337,284112,21622,2019-10-31 14:00:03
521831,So-Y8Cks1EQ,410139,560,32286,322,2019-07-24 12:00:19
177791,maShEST7IkI,7208915,8524,268208,9393,2019-05-11 23:00:49
358419,86PAkJkGhG8,499907,1653,3995,325,2019-06-19 09:00:31
234414,V3L1qrisKFE,6261347,13469,178591,6505,2019-05-23 21:00:26
508776,WUjVPIEtJd0,2337420,12663,183398,1571,2019-07-21 17:30:06
1421928,EozTm6ZVf1U,3051980,11175,103492,2555,2020-03-20 17:30:56
103063,kOHB85vDuow,58360187,360473,1915142,132144,2019-04-26 03:30:48
796642,qtyt2rXbJkg,338965,479,3785,97,2019-11-01 17:00:47
1040315,MF_zO_gjbls,2464295,4851,88630,2365,2019-12-30 04:00:48
971906,u4DKKDS4k20,1344281,10766,55512,2798,2019-12-15 17:30:35
456250,SCM2lWePOnw,397870,3558,60623,821,2019-07-10 16:30:25
914642,MBQ8q4b9ab8,402669,1225,21621,470,2019-12-03 15:00:52
1020224,Uq1R79sZATY,7747671,30285,540719,20782,2019-12-25 21:30:16
569016,t6JxuEQhU18,1316802,3297,41980,845,2019-08-03 09:00:48
1035439,RtP0AZbFvHI,899019,3394,6235,442,2019-12-29 03:00:37
919083,mUl9ezuRPKw,160814,457,5111,200,2019-12-04 14:00:40
261643,ijn65GshaPs,639231,9462,19588,2178,2019-05-29 13:00:43
587756,QqMswAiIELY,1389728,8683,67673,1420,2019-08-07 07:00:53
1010109,JxHppOnkWr4,4166552,22851,381099,3786,2019-12-23 17:30:53
500764,9Ti4wBKB4Yo,2463836,14009,148279,5251,2019-07-20 01:00:10
1186887,2u7cSy9s8f8,1016185,874,37142,496,2020-01-30 19:00:16
299123,FjPvXMwTwQo,13397709,28759,506785,19636,2019-06-06 17:00:39
1215885,y3BeBWOK37w,7245413,21098,215252,1981,2020-02-05 21:30:34
1021072,7VrKwDcqHuI,518454,2619,24994,453,2019-12-26 01:30:49
1233106,Ty92wz0K-CM,1415224,14307,20902,19046,2020-02-09 13:00:59
91372,7pfIY0WEyKM,1037020,5806,48077,769,2019-04-24 22:00:14
196352,CCSGelSCPGE,35660064,54152,1629055,46557,2019-05-15 21:00:39
575640,9SRxBTtspYM,29980162,109828,2140895,73991,2019-08-04 18:30:09
949071,LxDm9T1TKvU,1400785,9618,120035,1492,2019-12-10 21:30:05
386665,8HsdD-iRfiQ,1051176,2351,49588,1337,2019-06-25 07:00:04
1727,NbhiGb_pZ-g,2268008,14705,124326,1891,2019-04-15 08:45:25
1366438,6Nm9RZqBaBM,555730,2844,51706,281,2020-03-09 00:30:11
1198943,syXVAuSzZg4,564295,513,5043,227,2020-02-02 07:30:37
917568,_3mZLMx5spM,1122619,7952,101242,528,2019-12-04 06:30:05
1271668,0Sw8tS9XirA,412146,1707,17447,348,2020-02-17 19:00:21
1164422,5xflNNfNF0o,1092042,7571,89034,684,2020-01-26 01:00:13
199667,qyBPzUe3hNI,19532696,57118,154316,82864,2019-05-16 14:00:34
526714,oT4z-TRsKmo,164442,335,6131,295,2019-07-25 12:30:38
1142493,4SL8XgDkaX8,8648125,33087,517107,21566,2020-01-21 07:00:55
730535,rRRUrhomU3o,820269,4565,19264,557,2019-09-21 03:30:23
535530,TEY0sfNw9m4,786072,769,7487,401,2019-07-27 08:30:40
1082352,W_vJhUAOFpI,4590296,9698,101272,5425,2020-01-08 02:30:16
1154060,YHYXiXPYIoE,381952,1108,14971,498,2020-01-23 19:30:56
1483119,J5nz24jrLDE,612800,7925,74905,492,2020-04-02 18:00:56
1203240,i5-HNYORIkY,404543,961,1568,189,2020-02-03 05:00:34
1405023,33A8lbmSdPY,2425002,5449,26213,1858,2020-03-17 02:30:53
1539669,Y9IvECxNXsc,573225,3703,30317,882,2020-04-14 16:01:04
927988,LZyybvVx-js,10019958,100285,1462098,40901,2019-12-06 11:30:04
1071955,pNvDGhOQAv0,308566,1418,2793,185,2020-01-05 21:30:15
685956,88cFQ2XBkU8,832440,2140,24945,267,2019-09-11 17:30:31
764281,ZOGxOQxXjdo,792945,2988,43644,305,2019-09-28 08:30:14
362974,-2WFM5ebM5o,395885,12330,76148,267,2019-06-20 08:00:15
935947,nmnTAOU44SI,1494143,7345,70787,2588,2019-12-08 03:00:40
848838,POBP1uwgYDY,815476,1061,8559,1940,2019-11-19 17:30:03
688811,BptlTCfSw90,502956,1188,30326,158,2019-09-12 08:00:24
784398,nY9xtSmck7E,532261,4756,24443,533,2019-10-30 03:00:24
1185038,oI6aXhowFDY,13814131,30849,559099,10348,2020-01-30 09:30:34
740615,HnLwsEdw2ns,767578,2279,16990,626,2019-09-23 07:30:27
304115,YnCMUHZ7Rn8,343563,1535,17048,225,2019-06-07 18:30:50
1286944,w2RVfvs8fKI,144451,302,685,83,2020-02-21 02:30:22
1386760,PzLKQh8-Nf0,929449,4489,47844,1940,2020-03-13 07:00:55
809852,N9NH0Jqh7Is,1351522,4138,49650,1156,2019-11-04 10:30:23
1481748,OzaZUQ5FKpI,2134325,5105,96747,2289,2020-04-02 11:00:49
1030577,RjPjdw8Dro4,934114,3480,26790,5224,2019-12-28 02:00:54
762986,NEAWC9eK1Ts,1905672,19312,157632,1574,2019-09-28 02:00:03
886492,UWkHUtRDTo0,274527,1006,8519,233,2019-11-27 16:00:34
380019,TVqly9G2P9A,6147773,10541,153654,4517,2019-06-23 21:00:54
569502,T6ACcmL5qhw,985092,3748,31226,642,2019-08-03 11:30:46
1344660,Xl2nA_xuHjY,2054770,14973,109439,1437,2020-03-04 08:30:41
1384561,P4tf_5EG8Wo,1491652,1110,18158,821,2020-03-12 20:00:58
885673,6-8vZd-ZD38,364513,4532,30603,1111,2019-11-27 12:00:16
967467,TXCdzqSrah4,284155,363,7844,178,2019-12-14 19:00:29
737593,cCCwX5lHSlQ,1249281,6214,17999,2709,2019-09-22 15:30:47
196089,xtKZmojkhtw,4949753,22570,249241,7225,2019-05-15 20:00:03
877916,y-CWAZ9T30w,4547842,7937,60399,5399,2019-11-25 20:30:45
1026132,iTOKRWgjOlg,803616,6521,75932,452,2019-12-27 03:30:31
335453,RqATb20dO34,4452597,7682,122538,4224,2019-06-14 10:00:42
997700,BSCsHt8zUsY,243127,819,1787,1921,2019-12-21 03:00:35
728893,BVl19pYt79M,754915,6873,36375,431,2019-09-20 19:00:51
236467,zFUDfuvVS-4,2212720,19364,190410,6004,2019-05-24 07:00:58
582468,5FUsHvvuljg,512670,1288,14192,480,2019-08-06 04:30:29
1378568,DbC4b19FevE,1241133,4457,11392,855,2020-03-11 14:00:53
989397,kRkd_exXi1g,1042750,12049,69634,2196,2019-12-19 09:30:13
858176,NVwGtcdTDFU,592966,1186,22731,257,2019-11-21 16:30:24
995949,IPt4mb8vHkw,664241,3795,6089,2878,2019-12-20 18:00:53
1103281,ia1iuXbEaYQ,13587425,66361,1273430,30230,2020-01-12 13:00:08
1239738,hAjuvcQNzfw,1809936,13240,41387,9171,2020-02-10 22:30:55
723032,QGkYOQLmmBc,866811,4437,12042,810,2019-09-19 13:30:09
971395,teb91xvtCzc,750014,6570,103791,968,2019-12-15 15:00:29
929100,0vDit1-xArA,1146281,4247,60063,4499,2019-12-06 17:00:11
74704,1XEqGdJCIWQ,3916329,29763,99725,2333,2019-04-23 03:15:31
1131734,YUTT-RG1vU8,1007896,6701,45188,1469,2020-01-19 00:30:50
48358,mt2zvsvkKKo,24246506,71546,890197,93341,2019-04-20 07:30:02
927846,_3mZLMx5spM,1617731,9805,132689,851,2019-12-06 10:30:36
1048462,cE30kk8tUwQ,646721,1463,28647,283,2019-12-31 21:30:54
554180,cIO6YbXg0P8,1039045,2925,35355,615,2019-07-31 06:01:01
409277,neyQkwTxGhc,673520,2014,32547,1037,2019-06-30 18:31:02
1039011,3O75H4CzB1M,925856,683,7000,774,2019-12-29 21:30:30
685223,Fq-b6MjcwYQ,418715,812,9122,194,2019-09-11 14:00:10
848448,X3s0hEEHwps,1354098,8917,90795,1276,2019-11-19 15:30:07
532494,0C2S8KcbnBk,187118,1231,18382,129,2019-07-26 17:30:19
650021,KBXTnrD_Zs4,1207022,5655,77349,1118,2019-08-30 00:00:27
393849,xYLdo7THb94,682720,1010,14625,497,2019-06-27 11:00:29
734494,5O7M9bQMjPI,271090,348,2283,119,2019-09-21 23:30:44
1335243,D0v7sERrjpE,2080698,21588,158750,2587,2020-03-02 08:30:07
1196871,96ELLT17GYQ,1790496,3223,92906,1088,2020-02-01 21:00:56
364314,bI8PVLbjZ5M,1969051,3402,67698,1835,2019-06-20 14:30:39
1316986,ZObdI758UiY,510457,1679,19883,218,2020-02-27 10:30:24
808610,98O-SncoWnQ,3414766,22627,268270,2660,2019-11-04 04:00:52
768760,xgFlIcP6sd0,1112178,2958,27317,948,2019-09-29 07:00:56
1327174,5L6xyaeiV58,13255320,87041,760302,67086,2020-02-29 15:00:04
280415,7NpklKcfI5o,1170109,4767,100922,1084,2019-06-02 14:00:25
1337752,O4f58BU_Hbs,36223510,121398,3326550,45195,2020-03-02 21:00:54
537546,xvlEcrWCO2M,843249,4065,68722,718,2019-07-27 18:30:47
531565,EFQFKVFLuOA,1422954,14745,78060,2229,2019-07-26 13:00:05
756449,ijteCRV53eQ,1006131,2518,49034,667,2019-09-26 16:30:45
978711,awtYiVGXiaY,5681269,26501,338191,6288,2019-12-17 03:30:46
1259665,LXrWIFYdtCE,2439284,2169,62286,1156,2020-02-15 05:00:14
1125188,getvYflDK98,1235162,3147,76257,764,2020-01-17 16:00:19
1367332,A3Tlkj6ZgHs,1457074,2592,38179,1457,2020-03-09 05:00:17
1495625,3827gqbsIMI,1123677,6126,23951,1507,2020-04-05 09:00:54
1005014,LdOM0x0XDMo,9255456,20472,264847,5662,2019-12-22 16:00:29
537868,ycjPe5BiKQw,1454833,2834,62982,3982,2019-07-27 20:30:06
869765,OP4CEzUvy-8,500869,5074,116874,873,2019-11-24 03:30:16
953446,5-2xfiMzIP8,638693,2676,9162,284,2019-12-11 19:30:29
1214121,62EB4JniuTc,6072982,9018,201175,3058,2020-02-05 12:30:31
1511377,IzWmf5eU6lM,1648637,5085,64157,2402,2020-04-08 17:30:06
705705,URCrZQokfzE,1111012,2700,48872,1215,2019-09-15 21:30:10
1318478,nJRGjAjTUss,1560876,5978,83292,977,2020-02-27 18:00:50
729481,pEj9r3KDBSI,1309751,4101,36935,791,2019-09-20 22:00:43
905777,ZLuxpDxhHYA,870389,1509,9469,381,2019-12-01 18:00:21
839016,KG-PpXHPTQM,1016542,3147,67551,714,2019-11-17 15:30:21
274347,Vvu16_x8vKE,1053289,5193,24128,1050,2019-06-01 07:00:32
226264,KHyjGty526Y,1184729,1916,43538,1041,2019-05-22 04:00:59
747323,OPETg3s3yYM,5793767,28578,269287,30244,2019-09-24 18:30:42
202603,p3rUBpW23Nk,916421,2074,71145,588,2019-05-17 05:00:12
822682,VzhFuf-B-N4,1030120,5556,73822,294,2019-11-07 03:30:45
955352,bsoGh1czMGw,2097143,12242,67821,1506,2019-12-12 05:00:50
666158,YKR13RvkQ8s,436892,976,21974,725,2019-09-02 09:00:18
1510376,qP_wIvitN7w,318630,3000,25672,223,2020-04-08 12:30:06
1441030,MTnNfSkTbq0,470998,39354,70551,309,2020-03-24 20:00:06
843480,tQ4m4zD7BBA,19631764,39067,868472,14203,2019-11-18 14:00:26
897202,uxmP4b2a0uY,19657960,415203,2158431,55102,2019-11-29 22:30:31
153624,Lf71K7PmM_4,592389,2540,7213,1070,2019-05-06 21:30:55
1409772,mvjMy-jFc3M,510963,1424,5578,306,2020-03-18 03:00:16
321062,kA7L4vKj75U,4415996,9697,45803,1875,2019-06-11 09:00:24
1366841,8IYm8OFbzOE,457513,2585,31130,266,2020-03-09 02:30:16
885657,OlahNrlcgS4,5436468,60324,570875,9290,2019-11-27 12:00:08
778725,ti5qtf9xl6o,936156,1818,66162,723,2019-10-28 22:00:54
1473454,L4sWDNi7Qsk,1232327,3584,5979,970,2020-03-31 16:31:14
585264,3hldDPKv_Gs,535194,2004,29278,417,2019-08-06 18:30:48
18874,--Oly6yY5To,687970,3578,11068,1915,2019-04-17 04:30:39
1282617,R7vhXduCCv4,2101858,5580,60995,3613,2020-02-20 03:30:57
433210,uESf0mhp44M,2014528,8706,97672,10120,2019-07-05 20:00:54
1247228,XdaJgoqUcyM,578927,2798,18003,523,2020-02-12 13:30:07
569047,CbEst0K063c,8566734,12202,397152,7002,2019-08-03 09:30:10
1348422,sU4bOChqVfE,808142,5544,41363,503,2020-03-05 04:00:21
74079,sw7mKK25lI8,1402605,1851,16490,1282,2019-04-23 01:45:09
1044700,2QrEBEbIl4A,7199865,7594,84355,8450,2019-12-31 02:30:33
460896,kL4gqqhTFPw,437350,1237,12106,1085,2019-07-11 16:00:53
688872,yp-qqB_6EUQ,990136,886,21169,432,2019-09-12 08:01:01
566834,xzW6yDmDnkg,452770,1127,6264,366,2019-08-02 22:00:47
1474698,BqbfT5r-DzA,489436,5485,4695,828,2020-03-31 23:00:55
164924,XTXSRRSv1bY,7700591,4407,99231,6898,2019-05-09 06:00:54
690335,o6EXs20vdCc,275905,617,13227,180,2019-09-12 15:30:54
501368,rfSVJvNPJ3M,685489,1460,35522,633,2019-07-20 04:00:15
452969,YypsXWLkyxk,1426651,4446,24986,3681,2019-07-09 23:30:36
201279,unwFh-rj068,2232813,3992,39627,3630,2019-05-16 22:00:51
81146,tXiEV-jweeg,1954012,224,4935,503,2019-04-23 19:45:46
1532548,tSIk1QvIM2E,14209091,57158,828350,44038,2020-04-13 03:30:12
1000265,y2ElPGBm9Bo,2889483,25945,109107,9845,2019-12-21 16:00:26
1155627,IlNihz6LFqA,564453,1024,10259,115,2020-01-24 04:00:28
229965,DPZzrlFCD_I,13837286,23729,527475,13517,2019-05-22 22:30:55
1297394,xj7gG-iCz40,812779,755,6023,1630,2020-02-23 07:30:50
421015,tvAENrNiMlE,802290,1096,3961,469,2019-07-03 07:00:43
626634,kuOEpC4u6Tg,2653027,3497,96955,1298,2019-08-25 02:00:51
644802,KViOTZ62zBg,2676838,19627,288574,6718,2019-08-28 22:00:03
1454109,yrx2kAlZsG4,1217004,6598,84027,908,2020-03-27 13:30:48
1071199,lfXAdSyV1qw,2048665,6190,67541,2799,2020-01-05 17:30:26
1474677,zfbU-1hpnP8,949433,5644,79672,564,2020-03-31 23:00:43
64909,gF1FhRe-a7U,1880137,10725,86489,1616,2019-04-22 02:00:27
1174818,wsLZtc7G7nw,2114252,7280,88874,4573,2020-01-28 05:33:10
1042924,SUrK9cm8v_8,1167792,6880,80536,925,2019-12-30 17:30:25
791049,Qh9wTbxrQYI,897313,3180,24229,2128,2019-10-31 13:00:18
1184160,rNyJbdv2KF4,1114854,1356,5627,575,2020-01-30 05:00:48
33742,MCQ8Ou-z2qc,309560,2602,22829,393,2019-04-18 18:15:44
1007263,xs5Z9CCvOPw,401542,1431,27996,466,2019-12-23 03:30:13
1145359,3bJFIMcr7NI,821598,2466,34397,396,2020-01-21 22:00:38
465604,1Pfe9tM0e3w,2157925,19967,41867,2268,2019-07-12 16:00:50
493518,Bu9NEarW2ww,275213,657,1858,212,2019-07-18 12:30:22
223890,J7G1_5_aijY,413486,3754,60961,555,2019-05-21 16:30:12
881757,yA8BF_ThJxA,5702416,6067,343613,3010,2019-11-26 16:00:24
1426272,koPg_DZUfOc,1851958,4651,97242,1407,2020-03-21 16:30:17
191839,3WHm6tfvKlk,3631030,11859,284104,2890,2019-05-14 22:00:51
696475,SQMZ2hJk1DI,7092728,88663,649949,9967,2019-09-13 22:30:57
206649,DPZzrlFCD_I,4180452,13618,253650,3952,2019-05-18 01:30:05
513832,40OqrZQuDIM,290966,1182,8217,381,2019-07-22 19:00:27
118574,uqwEXW5kaLM,1424444,14084,83047,751,2019-04-27 18:30:19
1160262,yl9sHaC3U8Y,664810,2393,24219,730,2020-01-25 03:30:47
757972,sDHYyEp-PbY,300739,1693,30138,405,2019-09-27 00:30:08
1232916,hoxeIZeX6WI,4637987,19181,285530,7687,2020-02-09 12:30:03
1362175,zcr0Bc7udB8,507671,1192,5600,247,2020-03-08 01:30:52
1433574,GZEKLtPA2oM,285835,813,20166,250,2020-03-23 06:00:22
1212425,AaZ2dsZnF6o,272329,123,1577,770,2020-02-05 04:00:07
585419,ZLQmB7_l6A8,1059160,4693,44487,1194,2019-08-06 19:30:21
1042806,BLbPPhCVdUo,1317617,5581,61352,3585,2019-12-30 17:00:13
1103240,4J4tVokD4TE,1407053,7984,105167,1954,2020-01-12 12:30:42
1478021,chf21k3NY14,286806,1455,18020,230,2020-04-01 16:30:11
37664,kFiDlFT_8AI,190503,434,4252,140,2019-04-19 04:15:22
747341,i9dOJPhYqSg,2092148,8246,26238,3028,2019-09-24 18:30:53
452248,z6ZRyHXpVCg,2525859,6913,93710,1879,2019-07-09 20:00:12
324038,eQdarhAnG3I,348886,3489,36105,255,2019-06-12 00:00:21
122941,Cn1MugPalaA,1314441,3126,20802,587,2019-04-28 05:15:56
554495,Eo_mo5vA7tw,8577646,152813,2139937,21688,2019-07-31 08:00:11
914036,k-0v1fNVdas,5822774,70764,976393,4916,2019-12-03 12:00:38
996223,wRJL46wWfUY,248693,2986,8006,1066,2019-12-20 19:30:42
31717,u4EZrFBbUGk,857453,3614,32010,1282,2019-04-18 13:15:13
538839,n0h6su9m64w,715864,9430,71169,3759,2019-07-28 01:00:48
664033,exW9PGRGonk,2213093,4579,88509,1359,2019-09-01 22:00:47
366098,XBSSiNylXCU,2504662,12663,180187,1783,2019-06-20 23:30:30
1397539,SoWSuxBy6oo,1364493,9104,61857,1108,2020-03-15 13:00:46
1386419,J_NG0M-juo0,1006054,3465,32323,744,2020-03-13 05:30:30
996654,yeqARWqjkps,15510949,264574,1180195,13370,2019-12-20 22:00:03
1019253,CEAK9Ewo-8E,336339,2027,21498,338,2019-12-25 16:30:20
368430,bI8PVLbjZ5M,2045520,3444,69071,1886,2019-06-21 11:00:45
984809,1qio731bro8,656602,4555,57179,907,2019-12-18 10:00:53
1312719,2BjdB6MX-h4,1664509,1179,24714,1590,2020-02-26 12:30:59
482712,IETeb-Mw-28,509221,3323,39464,326,2019-07-16 06:30:11
568381,EhWIhN-QMVw,798896,3541,17005,2178,2019-08-03 06:00:23
725860,VG1fAj16R8w,970440,5244,42712,3728,2019-09-20 03:30:58
1263612,HLj9f7jzwck,1060515,4091,40029,571,2020-02-16 01:00:27
1527194,paT_ceofN0w,2943489,18225,182839,2219,2020-04-12 00:30:15
58419,E0G5Y2SOW0c,1474603,3532,54457,456,2019-04-21 09:15:29
299815,SAh30bOsvgU,1685127,7533,15338,7312,2019-06-06 20:30:43
535471,b6IVQtF2wNo,2462030,21494,612629,3186,2019-07-27 08:30:08
524766,wv7PwR3O-iU,345236,627,4900,130,2019-07-25 02:30:59
580830,bBiMwqNyAJg,647920,1416,6308,373,2019-08-05 20:30:03
419930,_7NWXjAIzuk,5328623,11121,352356,3966,2019-07-03 01:30:49
1441186,vUdSUDObwVc,1530776,8698,101623,951,2020-03-24 20:30:39
298280,FisMG-WbyOM,516255,3944,3866,826,2019-06-06 12:30:48
1067264,35XGfnmTm8E,488327,2451,9686,331,2020-01-04 21:30:20
1110895,DTSD9tjkH1g,1047632,962,27511,440,2020-01-14 04:00:18
1396699,3dAA8UR7oPk,836361,1688,25032,364,2020-03-15 09:00:20
812204,vsYzFhjKXSI,441113,1797,7072,240,2019-11-04 22:30:06
439089,-VCPj5F7z7I,6857082,12110,431723,5661,2019-07-07 01:30:42
746692,-W0Du80k6Tw,802087,2715,41089,1513,2019-09-24 15:30:17
1118020,o7usSKE5Kpc,972641,1199,55633,760,2020-01-16 03:30:55
1127271,ql6JC0j1bhc,250383,1176,5503,225,2020-01-18 02:30:11
753004,Ct7aO_rm9q0,1358735,5189,50514,1321,2019-09-25 23:30:17
1163400,0fOCZS0J3qM,2125373,5713,77197,2840,2020-01-25 19:30:46
220813,9cPsX5_1sGo,2034095,7045,116810,1487,2019-05-21 01:00:08
1288399,cwLTQB6a3rc,1365797,6723,59530,954,2020-02-21 10:00:17
969659,6CfldD53MSg,1324911,2397,29249,613,2019-12-15 06:00:47
369141,gaQwC5QbLeQ,893280,4155,59456,596,2019-06-21 14:30:54
1378267,NQDe5dNoNog,3835002,25582,294492,2244,2020-03-11 12:30:50
1063635,sr2fBCzXo4g,1886332,5400,68671,2303,2020-01-04 03:00:18
1072994,sr2fBCzXo4g,2443183,6171,77720,2798,2020-01-06 02:30:49
1227550,1B040yB7bEw,411712,957,2738,159,2020-02-08 09:00:46
776406,7EY-C4G8bPU,1435277,5491,99470,4901,2019-10-28 10:30:30
1491200,vM_BwTv_TS0,322723,879,28388,195,2020-04-04 11:00:18
1198624,ZDaJnL8ds4o,1525742,4773,104135,974,2020-02-02 06:00:25
618609,Ltftbuxjapw,1483124,80,6948,2013,2019-08-23 09:00:59
732706,rP5kYXk4h8k,1169165,2240,60876,550,2019-09-21 14:30:20
1285157,yE9YTfJg_-w,1525051,8392,48550,6023,2020-02-20 17:00:56
1086656,BOaJloEPUCg,1324742,5138,88342,1510,2020-01-09 00:30:12
2571,tV1S5mKN_b8,921466,4158,32522,1106,2019-04-15 10:45:59
1065914,xXBWi2u5IqM,183425,324,1302,128,2020-01-04 14:30:31
540994,g0pmspil9TY,844600,4511,32008,486,2019-07-28 12:00:21
1383309,RsqUve07HcA,396483,1115,2330,488,2020-03-12 14:00:25
593093,CYA_XAMfRfo,1724767,7414,89630,3160,2019-08-08 10:30:08
1081910,vWGlFIWb-hw,1080394,2376,31881,933,2020-01-08 00:00:48
705980,VeTtEtXc_60,200357,377,7674,94,2019-09-15 22:30:55
115218,u9bdZAaSO0A,324400,1219,3449,313,2019-04-27 10:00:46
380263,Fpozo8ol8vU,208742,340,1289,61,2019-06-23 22:30:23
1149503,KoZcQprqymM,1266327,2161,19649,4891,2020-01-22 19:30:45
814794,VzhFuf-B-N4,821990,5263,65992,260,2019-11-05 11:30:18
419886,LvttOM9-dqA,1923213,5898,61406,1988,2019-07-03 01:30:21
1365666,BF8TE5qsOCs,3924615,14541,223139,9469,2020-03-08 20:30:18
1271528,kaBJE1IFXHo,2962694,15380,97936,1887,2020-02-17 18:00:51
1367647,5TWDdOZPvM4,6095318,19451,355248,11841,2020-03-09 06:30:29
1452926,dqRZDebPIGs,6389083,24118,392699,7431,2020-03-27 07:30:59
23570,pFyuNDyaIW8,1077736,8121,192748,634,2019-04-17 16:30:10
1068550,cg4rfeX4m_E,709837,2489,25488,5472,2020-01-05 04:00:25
365345,AFEZzf9_EHk,17763010,23974,188269,13392,2019-06-20 19:30:55
1275764,IlET7pIdaSY,1599204,4288,56127,4829,2020-02-18 16:00:57
995804,9OTsUjsHpLg,466268,611,4513,264,2019-12-20 17:30:24
596953,6KBvDnM8WHA,477245,2912,22385,2448,2019-08-18 20:00:50
971743,3WEhsS9ybwk,2202294,12263,54245,2834,2019-12-15 16:30:58
561234,27tWybOqftA,344231,3227,44037,194,2019-08-01 18:00:16
930767,aQoOXFhXi8k,739744,1301,44352,735,2019-12-07 01:00:51
597863,oU7Xe5GVXo4,568409,4952,32939,464,2019-08-19 00:30:49
91021,MmeJU4FMVGk,622202,1666,26627,1346,2019-04-24 21:00:35
918720,bdwr2gY-k-U,1849419,5712,111606,2487,2019-12-04 12:00:51
1373820,6K1nqPcLkZ4,4479498,3017,61415,1729,2020-03-10 14:00:26
194777,zqUopiAYdRg,32202207,55878,816374,13462,2019-05-15 13:00:35
1246370,JFTAN_NA4wk,1031262,8245,48448,4556,2020-02-12 09:00:16
644973,_hoHMrP-5LQ,175515,954,888,1385,2019-08-28 22:30:45
219071,AQEizp-VrVU,3427361,10280,128901,7887,2019-05-20 16:00:28
616718,_CTUs_2hq6Y,4147849,18807,154394,3924,2019-08-22 23:30:40
512196,n5eb0R095Ys,527411,2184,6908,354,2019-07-22 10:30:35
898832,4MK8usgnvfo,470140,1668,32327,1886,2019-11-30 07:00:06
630809,lZKqMVPlDg8,4231745,9893,117654,2091,2019-08-25 23:30:03
209642,KNOekkXKqE4,846536,13266,119941,1684,2019-05-18 16:30:19
553947,eKtHaq1Rycs,4973114,28651,263581,26121,2019-07-31 05:00:34
1173208,cDrW22ewTU4,485137,858,4878,257,2020-01-27 21:30:16
691141,3GNjbAACqIY,1101188,1382,25414,1585,2019-09-12 20:00:06
1030361,jbcxUlnxO08,1863958,3098,80705,1919,2019-12-28 01:00:42
1103686,sVqBLcgDFI8,285891,2320,23076,364,2020-01-12 15:00:15
1110747,zItV3TbP5XA,2276445,11940,244006,1035,2020-01-14 03:00:43
493173,kzYxW30HecU,221199,1090,8978,157,2019-07-18 10:30:54
221363,AQEizp-VrVU,3526062,10437,130627,8009,2019-05-21 03:30:38
125053,h55Osby2Kn0,3634735,360296,279954,3645,2019-04-28 10:45:08
417391,G-DZ-7OdBWQ,22221430,33260,823782,17686,2019-07-02 13:00:03
745503,iXn_pcOoRzA,3982086,14117,97541,5988,2019-09-24 09:00:55
161250,fe835gg9M7g,1556101,4715,66146,2670,2019-05-08 12:00:12
1038464,Ban8Aoj1NuU,475844,1042,9007,623,2019-12-29 18:30:50
364685,XBSSiNylXCU,2376529,12490,176456,1706,2019-06-20 16:30:21
180205,50MqdUU9S8s,1813377,8889,151510,2882,2019-05-12 11:30:14
732107,46Dj1ah3N48,654408,2548,30400,282,2019-09-21 11:30:14
848378,iwxETFuLmGM,391158,3608,28834,371,2019-11-19 15:00:21
1110710,UJpiPzJijWc,990556,2624,24512,1516,2020-01-14 03:00:20
140266,gyY5Z0TUWRY,4136852,8317,371740,7073,2019-05-04 03:00:09
684845,jFk-L7Wcg0g,1083462,2989,30960,622,2019-09-11 12:00:19
1494947,JNvpcGV1frQ,532995,1491,34417,205,2020-04-05 06:00:07
1323681,k3-fAXbCa44,572384,2995,41492,786,2020-02-28 21:00:04
686498,jsZlLrSnIvE,968394,3625,39196,3971,2019-09-11 20:30:04
499057,jgtDHLBfreg,3084803,3981,47382,3645,2019-07-19 16:00:54
666992,YqunQaPQumk,8308599,18603,358441,13028,2019-09-02 13:00:46
125472,Gq5pj45CUb4,776335,5030,69833,353,2019-04-28 11:45:19
740910,6rxbtRabzBw,530818,1956,38057,742,2019-09-23 09:00:35
1081329,mN_6792OWJ0,1444358,3660,33942,1051,2020-01-07 21:00:52
902929,7s6VfSOuZpQ,1277664,6213,112107,624,2019-12-01 03:30:27
1344459,1AElONvi9WQ,3998413,10926,302845,1665,2020-03-04 07:30:37
970952,_e_IT906_ak,4706366,33010,342812,4693,2019-12-15 13:00:03
832686,rAbI0fewc7w,1479104,1721,23800,1550,2019-11-16 07:30:24
1471324,ukNXdJTtU4g,2157196,8716,110119,751,2020-03-31 05:30:37
824628,cG8PXdTlDag,2784790,6586,102223,1979,2019-11-07 13:30:39
1539906,ymLqi1kOCew,405309,2737,34201,591,2020-04-14 17:30:16
1270976,fNo0vdSP0io,752194,2625,26471,834,2020-02-17 15:30:05
806695,teVEM16oOH0,1973790,2100,26157,875,2019-11-03 18:30:51
1113962,jLMBLuGJTsA,6390328,16439,157516,7024,2020-01-14 20:00:08
490244,LRpTRvvU6M0,1290217,2845,72778,1522,2019-07-17 20:00:37
637960,MT5qkGLgwwA,880939,1293,17172,1398,2019-08-27 11:00:56
129246,IJjeVuIGwa8,641711,6668,72654,647,2019-04-28 21:15:30
381707,_rQ6bmLHkBg,2401723,5435,110587,2551,2019-06-24 05:32:39
