collision_index,date,day_of_week,time,collision_severity,number_of_vehicles,number_of_casualties,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,road_type,longitude,latitude
2021101050928,27/05/2021,5,15:55,3,2,1,60,1,1,1,2,6,-1.567593,55.133909
2021101057465,17/06/2021,5,10:45,2,2,1,60,1,1,1,2,6,-1.651033,55.139567
2021101091396,23/07/2021,6,17:27,2,2,1,60,1,1,1,2,6,-1.82297,54.980454
2021101110276,14/11/2021,1,11:44,2,1,1,60,1,1,1,2,6,-1.810173,55.142892
2021552100495,17/05/2021,2,13:16,3,2,1,30,1,1,1,1,6,-1.849798,50.724284
2021552100501,23/05/2021,1,17:27,3,2,2,30,1,1,1,1,6,-1.897012,50.752131
2021552100282,24/03/2021,4,11:20,3,2,1,50,1,1,1,1,1,-1.872069,50.812854
2021552100637,30/06/2021,4,07:48,3,1,1,60,1,1,1,2,6,-2.213164,50.757163
2021552100754,30/07/2021,6,15:11,3,3,1,30,1,1,1,2,6,-2.583731,50.925876
2021430115205,19/03/2021,6,07:43,3,2,1,30,1,1,1,1,6,-0.683847,51.587461
2021430320700,19/07/2021,2,16:28,3,2,1,40,1,1,1,1,1,-0.996084,51.992269
2021122100127,03/01/2021,1,00:01,3,1,1,30,4,8,4,2,6,-1.157512,53.699897
2021122100556,28/05/2021,6,17:05,3,2,1,30,1,1,1,1,6,-1.063519,53.784113
2021122100581,30/05/2021,1,12:27,3,2,1,60,1,1,1,2,6,-1.536653,54.31304
2021122101332,14/10/2021,5,16:16,2,2,1,60,1,4,2,2,6,-1.039095,54.053759
2021520100437,17/01/2021,1,14:00,3,2,1,30,1,9,1,1,6,-2.532123,51.186953
2021520105534,11/06/2021,6,08:34,3,2,1,30,1,1,1,1,6,-2.73981,51.12678
2021520104077,16/07/2021,6,19:34,2,2,1,30,1,1,1,1,6,-2.993883,51.234064
2021520104805,09/09/2021,5,21:45,3,1,1,30,6,1,2,2,6,-2.750882,51.20666
2021520200933,14/10/2021,5,14:32,3,1,2,70,1,1,1,2,3,-2.947523,51.235042
2021520105400,23/10/2021,7,11:14,3,2,4,60,1,1,1,2,6,-2.552702,51.062622
202106K079861,21/01/2021,5,18:12,3,2,2,30,4,1,2,1,3,-2.439261,53.573929
2021061079134,07/03/2021,1,18:44,3,4,3,30,7,1,1,1,6,-2.450304,53.571479
202106N078953,09/01/2021,7,10:10,3,2,2,30,1,1,2,1,6,-2.349803,53.588911
202106A079214,15/01/2021,6,19:27,3,2,1,20,4,1,2,1,6,-2.17239,53.455696
2021061029093,20/02/2021,7,15:15,3,2,2,30,1,1,2,1,6,-2.165588,53.491722
2021061027552,09/03/2021,3,10:03,3,2,1,30,1,1,1,1,6,-2.291184,53.390235
2021061029421,10/03/2021,4,05:57,3,2,1,30,1,1,1,1,6,-2.21108,53.495668
2021061043112,16/04/2021,6,11:04,3,2,1,20,1,1,1,1,6,-2.198463,53.431009
2021061097475,18/09/2021,7,11:50,3,2,1,30,4,1,1,1,6,-2.254805,53.411702
2021061101293,21/10/2021,5,16:56,3,1,1,30,1,1,1,1,6,-2.260189,53.381983
2021061125586,26/11/2021,6,18:30,2,2,1,30,1,1,1,1,9,-2.232738,53.47864
2021061104965,08/09/2021,4,19:59,3,3,1,30,1,1,1,1,6,-2.262601,53.483342
2021061029857,10/03/2021,4,11:15,3,2,2,30,1,2,2,1,3,-2.151114,53.418306
2021061078918,19/07/2021,2,18:15,2,1,1,30,1,1,1,1,6,-2.16443,53.441856
2021061110047,18/10/2021,2,17:30,3,2,1,30,1,2,2,1,6,-2.183871,53.411635
2021061081163,16/08/2021,2,21:25,2,2,1,30,4,2,2,1,6,-2.088796,53.462727
2021061101615,23/09/2021,5,12:15,3,2,1,30,1,1,1,1,6,-2.059907,53.48411
2021061081088,23/08/2021,2,17:00,3,2,1,30,1,1,1,1,3,-2.300256,53.452711
2021061100687,13/10/2021,4,16:15,3,2,1,30,1,1,1,1,6,-2.383593,53.448309
2021052101281,18/06/2021,6,08:55,3,1,1,30,1,1,1,1,6,-2.793403,53.430659
2021052100147,28/01/2021,5,14:30,3,1,1,30,1,1,2,1,6,-2.914351,53.420005
2021052100445,25/03/2021,5,17:25,3,2,2,30,1,1,1,1,6,-2.889641,53.424946
2021052102663,29/11/2021,2,17:44,3,2,1,30,4,1,2,1,6,-2.993618,53.407633
2021052100421,16/03/2021,3,13:57,3,2,1,30,1,1,1,1,6,-2.627154,53.461499
2021052100737,25/04/2021,1,16:00,3,2,2,30,1,1,1,1,6,-2.75925,53.447375
2021052101148,07/06/2021,2,14:33,3,2,1,40,1,1,1,2,3,-2.740069,53.427558
2021052102924,22/12/2021,4,23:02,3,2,1,30,4,2,2,1,6,-2.709574,53.450817
2021052102157,05/10/2021,3,11:40,3,2,1,30,1,5,2,1,6,-2.992368,53.458609
2021052101767,29/08/2021,1,09:05,3,2,1,30,1,1,1,1,6,-3.02672,53.397303
2021141041465,03/05/2021,2,15:00,3,1,1,20,1,5,2,1,6,-1.480305,53.554394
2021141067623,19/07/2021,2,11:44,2,2,2,30,1,1,1,1,6,-1.527133,53.567522
2021141071275,28/07/2021,4,11:55,2,1,1,30,1,1,1,1,6,-1.509986,53.553944
2021141080483,24/08/2021,3,19:41,3,2,2,30,1,1,1,2,6,-1.196533,53.510121
2021141124862,18/12/2021,7,23:00,2,2,2,60,6,7,2,2,6,-1.052271,53.555457
2021141069308,23/07/2021,6,09:20,3,2,1,30,1,1,1,1,6,-1.362838,53.405469
2021141032676,03/04/2021,7,14:00,3,5,2,70,1,1,1,2,3,-1.391597,53.382266
2021141049867,26/05/2021,4,23:40,3,2,1,20,4,1,1,1,6,-1.456435,53.394255
2021141091676,25/09/2021,7,00:01,2,1,1,30,4,1,1,1,6,-1.48892,53.371289
2021101049166,22/05/2021,7,10:50,3,2,1,20,1,1,1,1,6,-1.622583,55.024093
2021101034737,12/04/2021,2,06:52,3,2,1,40,1,1,1,2,3,-1.586712,55.025981
2021101089477,05/09/2021,1,08:20,3,2,1,70,1,1,1,2,3,-1.592155,55.039901
2021101062236,01/07/2021,5,20:00,3,2,1,30,1,1,1,1,6,-1.415341,54.909194
2021101078759,15/08/2021,1,12:10,3,2,1,30,1,1,1,1,3,-1.38909,54.927784
2021201043680,27/01/2021,4,17:18,3,2,1,70,4,1,2,2,3,-1.822654,52.506481
2021201060585,18/02/2021,5,00:32,3,2,2,30,4,1,2,1,1,-1.929202,52.498161
2021201062599,21/02/2021,1,12:30,3,1,1,30,1,1,1,1,6,-1.909509,52.504611
2021201070403,24/04/2021,7,09:43,3,3,1,30,1,1,1,1,6,-1.82113,52.500834
2021201079063,04/07/2021,1,10:40,3,1,1,30,1,1,1,1,3,-1.817367,52.491694
2021201107795,19/07/2021,2,15:18,3,2,2,30,1,1,1,1,6,-1.83078,52.485358
2021201099623,13/08/2021,6,15:40,3,2,1,30,1,1,1,1,6,-1.857254,52.431174
2021201118910,22/08/2021,1,11:00,3,2,1,40,1,1,1,1,3,-1.915906,52.495095
2021201119293,29/08/2021,1,04:30,3,2,1,30,4,1,1,1,6,-1.898526,52.482379
2021201132955,09/09/2021,5,21:06,3,2,1,30,4,2,2,1,6,-1.980347,52.42457
2021201145903,09/11/2021,3,20:30,3,2,1,30,4,1,1,1,1,-1.843448,52.55432
2021201145909,12/11/2021,6,17:53,3,2,1,30,4,1,2,1,6,-1.904343,52.488704
2021201113570,18/11/2021,5,08:51,2,1,1,30,1,1,1,1,6,-1.967013,52.397876
2021201148325,04/12/2021,7,08:00,3,3,1,30,1,1,1,1,6,-1.839747,52.45307
2021201139399,04/12/2021,7,18:10,3,1,1,40,7,2,2,1,3,-1.834897,52.46324
2021201044901,27/02/2021,7,16:39,3,1,1,30,1,1,1,1,6,-2.124676,52.520726
2021201082648,16/05/2021,1,19:00,2,2,5,30,1,2,2,1,6,-1.948893,52.487761
2021201147296,24/11/2021,4,12:00,3,2,3,30,1,1,1,1,6,-2.02461,52.550438
2021201125238,11/12/2021,7,17:26,2,1,1,30,4,4,2,1,6,-2.028813,52.507708
2021201086910,16/08/2021,2,16:30,2,2,1,30,1,1,1,2,6,-1.969717,52.596213
2021201109867,19/08/2021,5,21:39,3,1,1,30,4,1,1,1,6,-2.044687,52.585583
2021201111978,06/10/2021,4,16:00,3,1,2,30,1,1,1,1,6,-2.006551,52.601898
2021201137053,06/10/2021,4,16:31,3,2,1,30,1,1,1,2,6,-1.903495,52.579636
2021201145717,06/11/2021,7,12:00,3,2,1,30,1,1,1,2,3,-2.016113,52.584979
2021201149087,15/12/2021,4,09:35,3,1,1,30,1,1,1,1,6,-1.976882,52.586254
2021201058900,27/04/2021,3,19:44,3,3,1,30,1,2,2,1,3,-2.12022,52.589035
2021201072704,24/06/2021,5,13:42,3,2,2,40,1,1,1,1,3,-2.113065,52.562091
2021201099991,14/08/2021,7,18:30,3,1,1,30,1,1,1,1,6,-2.086145,52.577531
2021201142505,06/11/2021,7,01:00,3,2,2,30,4,1,1,1,3,-2.13538,52.584704
2021201149048,06/12/2021,2,17:20,3,2,2,30,4,1,2,1,6,-2.10433,52.604558
20211383G0671,16/03/2021,3,12:05,3,1,1,30,1,1,1,1,6,-1.85536,53.766635
20211383T1465,29/03/2021,2,18:17,2,2,1,40,1,1,1,1,6,-1.738948,53.897977
20211383U1662,30/03/2021,3,17:30,3,2,1,40,1,1,1,1,3,-1.703576,53.801859
2021131070861,16/07/2021,6,15:52,3,2,1,30,1,1,1,1,6,-1.787491,53.79615
2021131081844,28/08/2021,7,15:07,3,2,1,40,1,1,1,1,6,-1.768275,53.732093
2021131124976,21/12/2021,3,12:15,3,1,1,30,1,1,1,1,3,-1.751029,53.79306
2021131126307,25/12/2021,7,18:15,3,1,1,30,4,1,1,1,6,-1.95344,53.847945
2021131038601,23/04/2021,6,21:20,2,2,2,30,4,8,1,1,6,-1.899379,53.711521
2021131039338,26/04/2021,2,07:10,3,1,1,30,1,1,1,1,7,-1.882995,53.713888
2021131035691,14/04/2021,4,21:55,2,2,3,40,4,1,1,1,6,-1.695136,53.705001
2021131076965,14/08/2021,7,15:20,3,3,4,30,1,1,1,1,6,-1.793511,53.660971
2021131098555,14/10/2021,5,22:16,3,5,1,70,4,2,2,2,3,-1.765711,53.685889
2021131048943,23/05/2021,1,16:00,3,1,1,20,6,1,1,1,6,-1.602932,53.74809
2021131076375,12/08/2021,5,10:50,3,2,1,20,1,1,1,1,6,-1.542006,53.775844
2021131077553,16/08/2021,2,19:31,2,1,1,40,1,1,1,1,3,-1.568238,53.792426
2021131083960,05/09/2021,1,10:29,3,2,1,30,1,1,1,1,6,-1.454955,53.749856
2021131099509,16/10/2021,7,21:15,2,2,1,30,4,1,1,1,6,-1.599061,53.799471
20211383Q2257,26/03/2021,6,23:25,3,2,3,30,4,1,2,1,6,-1.488549,53.670575
2021131037499,20/04/2021,3,21:07,3,4,3,30,4,1,1,2,6,-1.496607,53.663761
2021131078882,19/08/2021,5,23:55,2,1,1,30,4,1,2,1,6,-1.493097,53.67756
2021101037382,19/04/2021,2,13:30,3,2,2,20,1,1,1,2,9,-1.713283,54.965391
2021101056914,17/06/2021,5,11:45,3,1,1,20,1,1,1,1,6,-1.5779,54.899595
2021101070930,22/07/2021,5,17:00,3,1,1,30,1,1,1,1,6,-1.773473,54.971908
2021010307783,17/05/2021,2,08:55,2,3,4,30,1,1,1,1,6,0.139468,51.559565
2021010317453,05/07/2021,2,11:00,3,2,2,30,1,1,1,1,3,0.094952,51.525468
2021010312561,09/06/2021,4,16:05,3,2,1,30,1,1,1,1,6,0.182777,51.479944
2021010328669,01/09/2021,4,19:10,3,2,2,30,1,8,1,1,6,0.117421,51.447949
2021010351008,20/12/2021,2,12:30,3,1,1,20,1,1,1,1,6,0.103238,51.42619
2021010352320,29/12/2021,4,17:30,2,1,1,40,4,1,2,1,3,0.181269,51.472804
2021010287631,04/01/2021,2,02:30,3,2,1,30,1,1,2,1,3,-0.244729,51.556015
2021010291292,03/02/2021,4,09:45,3,2,3,30,1,1,1,1,6,-0.276786,51.565482
2021010333596,25/09/2021,7,21:37,3,2,1,30,4,1,1,1,6,-0.228586,51.530414
2021010336237,06/10/2021,4,17:30,3,1,1,20,1,1,1,1,6,-0.247023,51.535753
2021010340902,27/10/2021,4,11:00,3,2,1,20,1,1,1,1,6,-0.221811,51.548503
2021010341185,02/11/2021,3,08:04,2,1,1,20,1,1,1,1,6,-0.286548,51.544133
2021010351411,12/12/2021,1,15:15,3,2,1,20,1,1,1,1,6,-0.236621,51.547818
2021010295229,28/02/2021,1,01:00,3,2,1,20,1,1,1,1,2,-0.063117,51.416476
2021010313941,14/06/2021,2,10:30,3,1,1,20,1,1,1,1,6,-0.140842,51.527914
2021010323277,08/08/2021,1,01:08,3,2,1,30,4,1,1,1,3,-0.128374,51.528183
2021010342661,09/11/2021,3,07:40,3,2,1,20,1,1,2,1,6,-0.192189,51.552052
2021010312202,08/06/2021,3,09:31,3,2,1,30,1,1,1,1,6,-0.060361,51.376583
2021010324881,16/08/2021,2,18:20,3,2,1,20,1,1,1,1,6,-0.109485,51.373223
2021010339526,24/10/2021,1,20:26,3,2,2,30,4,1,1,1,9,-0.11904,51.367972
2021010343480,12/11/2021,6,15:26,3,1,1,20,1,2,2,1,6,-0.063895,51.38684
2021010314548,18/06/2021,6,17:02,3,2,1,20,1,2,2,1,6,-0.364627,51.548592
2021010325626,20/08/2021,6,14:18,3,2,1,30,1,9,9,1,1,-0.346558,51.536145
2021010330728,08/09/2021,4,16:45,3,1,1,20,1,1,1,1,6,-0.376535,51.511448
2021010346994,30/11/2021,3,08:30,3,2,1,30,1,4,2,1,6,-0.288829,51.503341
2021010298152,23/03/2021,3,17:10,3,2,1,30,1,1,1,1,6,-0.04648,51.66795
2021010299609,01/04/2021,5,20:27,3,2,3,30,4,1,1,1,6,-0.075153,51.628479
2021010309497,24/05/2021,2,11:20,3,2,1,30,7,2,2,1,6,-0.071679,51.666074
2021010330180,09/09/2021,5,08:33,3,1,1,30,1,1,1,1,6,-0.048852,51.657522
2021010347486,27/11/2021,7,19:35,2,1,2,30,4,1,1,1,6,-0.045064,51.663556
2021010298319,24/03/2021,4,19:30,3,2,1,20,7,1,1,1,9,0.047241,51.451364
2021010312528,09/06/2021,4,15:05,3,1,1,30,1,1,1,1,6,0.004303,51.485136
2021010319481,16/07/2021,6,13:30,3,2,2,30,1,1,1,1,1,0.029378,51.45037
2021010320595,22/07/2021,5,19:00,3,2,1,20,1,1,1,1,6,-0.011498,51.481466
2021010325547,20/08/2021,6,09:24,3,2,1,20,1,1,1,1,2,-0.085396,51.52615
2021010331814,17/09/2021,6,17:15,3,2,1,20,1,1,1,1,2,-0.091739,51.572349
2021010305101,02/05/2021,1,15:50,3,2,2,20,1,1,1,1,6,-0.224534,51.509328
2021010308473,20/05/2021,5,16:57,3,2,1,30,1,1,1,1,3,-0.226111,51.515098
2021010325149,18/08/2021,4,12:00,3,1,1,20,1,1,1,1,6,-0.221689,51.504671
2021010346586,28/11/2021,1,02:55,3,2,1,30,4,1,1,1,6,-0.217991,51.479778
2021010352147,28/12/2021,3,13:40,3,2,1,30,1,1,1,1,1,-0.243562,51.498688
2021010316650,30/06/2021,4,16:00,3,2,2,20,1,1,1,1,6,-0.099271,51.600753
2021010318555,11/07/2021,1,11:25,2,1,1,20,1,9,1,1,2,-0.068678,51.593158
2021010343292,11/11/2021,5,10:09,3,2,1,20,1,1,2,1,9,-0.091163,51.604038
2021010299240,30/03/2021,3,17:20,3,1,1,30,1,1,1,1,6,-0.358094,51.605019
2021010307646,16/05/2021,1,14:02,2,1,1,30,1,1,2,1,6,-0.35664,51.574487
2021010304754,30/04/2021,6,15:50,3,2,1,30,1,1,1,1,3,0.185269,51.565772
2021010299128,28/03/2021,1,07:11,3,3,1,40,1,1,1,1,6,-0.433808,51.480691
2021010346214,26/11/2021,6,08:50,3,2,1,30,1,5,2,1,6,-0.466919,51.502504
2021010346488,27/11/2021,7,18:12,3,1,1,20,4,4,1,1,6,-0.418976,51.50648
2021010289567,21/01/2021,5,13:37,3,2,1,20,1,4,1,1,6,-0.355317,51.470336
2021010301811,15/04/2021,5,18:54,2,1,1,40,1,1,2,1,6,-0.252616,51.486476
2021010331818,17/09/2021,6,15:50,3,1,1,30,1,1,1,1,3,-0.356281,51.472373
2021010333021,23/09/2021,5,07:30,3,2,1,40,1,1,1,1,1,-0.407373,51.483806
2021010294155,24/02/2021,4,21:10,3,2,2,20,4,1,1,1,6,-0.088562,51.527325
2021010295009,01/03/2021,2,17:20,3,2,1,20,1,1,1,1,2,-0.104821,51.563839
2021010320951,25/07/2021,1,05:10,3,1,1,30,7,2,2,1,6,-0.117269,51.542268
2021010325130,18/08/2021,4,12:42,3,2,1,20,1,1,1,1,6,-0.121973,51.567064
2021010312126,07/06/2021,2,16:20,3,2,1,30,1,1,1,1,6,-0.252797,51.394233
2021010324393,07/08/2021,7,14:09,3,2,1,30,1,1,1,1,7,-0.288835,51.409648
2021010350743,18/12/2021,7,15:53,2,2,1,20,1,1,1,1,6,-0.30511,51.40894
2021010293085,17/02/2021,4,08:11,3,2,1,30,1,2,1,1,3,-0.145848,51.454676
2021010294845,01/03/2021,2,08:20,3,2,1,20,1,1,1,1,6,-0.116224,51.477099
2021010298839,28/03/2021,1,14:35,3,2,1,30,1,1,1,1,6,-0.1112,51.489257
2021010312810,10/06/2021,5,19:52,3,1,1,30,1,1,1,1,3,-0.130618,51.429677
2021010288709,14/01/2021,5,08:31,3,2,1,20,1,2,2,1,6,-0.027881,51.428874
2021010291140,02/02/2021,3,05:50,3,1,1,20,4,2,2,1,6,-0.029761,51.4711
2021010336721,10/10/2021,1,01:30,3,2,2,30,4,1,1,1,6,0.009074,51.465216
2021010303957,26/04/2021,2,19:03,3,2,1,30,1,1,1,1,3,-0.187889,51.413301
2021010348535,07/12/2021,3,08:24,3,2,1,30,1,1,1,1,6,-0.178954,51.417407
2021010309455,23/05/2021,1,16:00,3,2,1,20,1,1,1,1,6,0.008776,51.516085
2021010306044,07/05/2021,6,14:10,3,2,3,30,1,1,1,1,6,0.044083,51.578712
2021010336222,07/10/2021,5,17:24,3,2,1,20,1,1,1,1,6,0.109848,51.568285
2021010305643,05/05/2021,4,18:16,3,1,1,20,1,1,2,1,6,-0.098612,51.471896
2021010308925,22/05/2021,7,19:23,3,2,1,20,1,2,2,1,6,-0.08616,51.505884
2021010311786,06/06/2021,1,05:05,3,2,1,30,1,1,1,1,6,-0.075186,51.521099
2021010316396,25/06/2021,6,11:00,3,2,1,30,5,1,1,1,2,-0.035856,51.524926
2021010317429,05/07/2021,2,12:12,3,2,1,20,1,1,1,1,6,-0.062262,51.533845
2021010322847,02/08/2021,2,15:40,3,2,1,20,1,1,1,1,9,-0.057638,51.532051
2021010334012,27/09/2021,2,22:20,3,1,1,20,4,1,1,1,6,-0.064393,51.522037
2021010337190,13/10/2021,4,08:14,3,2,1,20,1,9,9,1,9,-0.048275,51.511293
2021010310512,30/05/2021,1,11:55,3,2,1,20,1,1,1,1,2,-0.033772,51.584341
2021010322965,06/08/2021,6,09:45,3,1,2,30,1,1,1,1,6,-0.02986,51.613384
2021010335484,04/10/2021,2,23:20,3,2,1,30,4,1,1,1,6,-0.033533,51.592547
2021010309525,25/05/2021,3,20:10,2,1,1,20,1,1,1,1,6,-0.159782,51.435687
2021010342168,06/11/2021,7,13:46,3,2,1,40,1,1,1,1,3,-0.236438,51.443951
2021010364827,09/12/2021,5,17:50,3,1,1,20,4,1,1,1,2,-0.145399,51.477852
2021010308174,19/05/2021,4,12:34,3,2,1,20,1,1,1,1,2,-0.142066,51.5152
2021010312201,08/06/2021,3,12:04,3,1,1,20,1,1,1,1,3,-0.136218,51.509819
2021010312433,09/06/2021,4,11:00,3,2,1,20,1,1,1,1,6,-0.146118,51.520821
2021010323601,09/08/2021,2,17:55,3,2,1,20,1,2,2,1,1,-0.148202,51.490063
2021010326209,24/08/2021,3,09:25,3,2,1,30,1,1,1,1,6,-0.125979,51.499108
2021010342023,06/11/2021,7,00:32,3,2,4,20,4,1,1,1,6,-0.149698,51.521399
2021010351970,26/12/2021,1,18:55,3,2,1,20,4,8,2,1,6,-0.156581,51.502317
2021351025690,27/02/2021,7,11:01,2,3,1,50,1,1,1,2,6,0.192575,52.251139
2021351046168,20/04/2021,3,09:30,2,2,2,60,1,1,1,2,7,-0.091707,52.303418
2021351054019,29/05/2021,7,10:47,3,2,3,70,1,1,1,2,7,-0.249592,52.336056
2021351077294,06/08/2021,6,14:00,2,2,1,70,1,1,1,2,3,0.44119,52.27008
2021351096401,29/09/2021,4,09:30,2,2,1,30,1,1,2,2,6,0.000907,52.307649
2021351108682,24/10/2021,1,13:59,2,2,3,60,1,1,1,2,6,0.102835,52.630718
2021351109364,01/11/2021,2,15:00,3,2,1,30,1,1,1,2,6,0.090286,52.449879
2021351129305,02/12/2021,5,13:30,3,1,1,70,1,1,1,2,3,-0.36171,52.560067
2021351129449,09/12/2021,5,11:50,3,2,2,30,1,1,1,1,6,0.110423,52.21059
2021031029068,03/02/2021,4,14:09,3,2,2,30,1,8,1,2,6,-3.150627,54.927426
2021031058912,17/06/2021,5,19:15,3,2,4,30,1,1,1,1,6,-2.739987,54.331275
2021031076947,14/08/2021,7,10:27,1,2,1,50,1,1,1,2,6,-2.678759,54.691889
2021302100483,20/04/2021,3,21:55,2,2,2,50,4,1,1,1,6,-1.422061,53.206076
2021302100568,29/04/2021,5,16:30,3,3,1,30,1,1,1,1,6,-1.908243,53.247286
2021302101023,14/07/2021,4,16:15,3,2,1,30,1,1,1,1,6,-1.484533,53.021528
2021302101416,15/09/2021,4,20:20,3,2,2,30,7,1,1,2,6,-1.446501,52.83933
2021302101550,04/10/2021,2,15:30,3,2,1,30,1,2,2,1,6,-1.581457,52.784282
2021302101849,04/11/2021,5,18:30,3,2,1,40,4,9,1,1,1,-1.309039,52.977292
2021501015951,10/01/2021,1,15:18,3,2,1,60,1,1,2,2,6,-3.832839,50.37883
2021501036044,30/03/2021,3,08:30,2,1,1,30,1,1,1,2,6,-4.178164,50.704415
2021501065935,24/06/2021,5,13:36,2,1,1,30,1,1,1,1,6,-4.061393,51.080588
2021501096921,15/09/2021,4,20:20,3,2,1,60,6,7,2,2,6,-4.27822,50.889795
2021501113976,02/11/2021,3,16:11,3,2,1,60,1,2,2,2,6,-3.934936,50.734871
2021471015783,20/01/2021,4,12:05,3,2,1,30,1,2,2,1,6,0.433641,50.841131
2021471019296,20/01/2021,4,18:11,3,1,1,20,7,4,1,2,6,0.161355,50.922949
2021471017323,26/01/2021,3,08:15,3,2,1,30,1,2,2,1,6,0.04953,50.793344
2021471036900,19/04/2021,2,10:20,3,3,2,30,1,1,1,2,6,0.305984,50.960627
2021471037496,19/04/2021,2,17:43,3,2,3,60,1,1,1,2,6,0.357538,51.050077
2021471038670,24/04/2021,7,09:10,2,1,1,30,1,1,1,1,6,0.3014,50.781181
2021471042297,05/05/2021,4,14:30,3,2,1,30,1,1,1,1,6,0.579359,50.864867
2021471101102,20/10/2021,4,11:30,3,2,1,60,1,1,1,2,3,0.240309,50.828581
2021421027330,27/02/2021,7,22:55,3,2,1,30,4,1,1,1,6,0.345238,51.630285
2021421035446,18/03/2021,5,17:05,3,2,1,30,1,1,1,1,6,0.48279,51.564881
2021421029682,20/03/2021,7,20:30,3,1,1,70,4,1,1,2,3,0.466426,51.877156
2021421043954,11/05/2021,3,05:04,3,1,1,40,1,1,1,1,1,0.780162,51.878884
2021421054993,11/06/2021,6,23:00,3,2,1,30,4,1,1,1,6,0.466434,51.7368
2021421059967,26/06/2021,7,13:00,3,2,1,40,1,1,1,2,6,0.921604,51.7954
2021421067518,13/07/2021,3,17:40,3,2,1,30,1,1,1,2,6,1.127002,51.812681
2021421069088,22/07/2021,5,17:25,2,1,1,70,1,1,1,2,3,0.224794,51.932269
2021421082377,07/08/2021,7,14:23,2,2,1,30,1,2,2,1,6,0.276331,51.611074
2021421082586,31/08/2021,3,20:56,3,2,1,30,4,1,1,1,6,0.911293,51.873938
2021421085679,09/09/2021,5,05:45,3,2,1,50,6,1,2,2,6,0.357884,51.642873
2021421088384,14/09/2021,3,07:30,3,2,1,30,4,1,2,1,6,1.143719,51.808106
2021421091290,21/09/2021,3,08:15,2,2,1,30,1,1,1,1,6,0.703869,51.582335
2021421091080,23/09/2021,5,09:50,3,3,2,40,1,1,1,2,6,0.039353,51.635529
2021421097912,11/10/2021,2,17:25,3,2,1,30,1,1,1,1,6,0.474113,51.731009
2021421105759,23/10/2021,7,09:15,3,2,1,30,1,1,1,1,6,0.560889,51.880327
2021421113637,22/11/2021,2,08:15,3,2,1,20,1,1,1,1,6,0.549185,51.57193
2021531041628,04/05/2021,3,08:11,2,1,1,60,1,1,1,2,6,-2.287948,51.669794
2021531084046,04/09/2021,7,23:01,2,2,4,70,6,1,1,2,3,-2.220714,51.82236
2021531100774,20/10/2021,4,14:07,2,1,1,30,1,1,1,1,6,-2.098763,51.913929
2021440131568,08/04/2021,5,08:53,3,2,1,60,1,1,1,2,6,-1.170733,50.983242
2021440143745,16/04/2021,6,14:14,2,3,1,30,1,1,1,1,6,-0.76105,51.259538
2021440318297,10/08/2021,3,20:44,3,2,1,60,7,1,1,2,6,-1.304084,50.937079
2021440338041,24/08/2021,3,15:17,3,2,1,30,1,1,1,1,6,-0.988224,50.856668
2021440354644,04/09/2021,7,20:19,3,2,1,30,4,1,1,1,6,-1.034415,50.868965
2021440471686,24/11/2021,4,07:30,3,2,1,30,1,1,1,1,6,-1.040909,50.887625
2021411029481,05/03/2021,6,17:45,3,1,1,30,1,1,1,1,6,-0.365588,51.823821
2021411097114,05/10/2021,3,12:00,2,2,1,30,1,1,1,1,6,-0.527129,51.769704
2021411101064,19/10/2021,3,07:09,3,2,1,30,1,4,2,2,7,-0.199003,51.962329
2021411118692,29/10/2021,6,19:10,3,2,1,70,4,1,1,2,3,-0.522073,51.626665
2021461021859,11/02/2021,5,11:50,3,2,1,30,1,8,4,2,6,0.705402,51.226274
2021461054098,31/05/2021,2,15:56,2,1,1,30,1,1,1,1,6,0.530318,51.259853
2021461068849,17/07/2021,7,15:10,2,2,2,60,1,1,1,2,3,0.875795,51.126598
2021461091064,18/09/2021,7,13:02,3,2,1,30,1,1,1,1,6,1.421655,51.366957
2021461096262,01/10/2021,6,08:56,3,2,1,30,1,2,1,1,6,1.394566,51.388479
2021461101240,18/10/2021,2,09:15,3,3,1,30,1,1,1,1,6,0.903957,51.305721
2021461106071,02/11/2021,3,17:40,3,2,1,70,4,1,1,2,3,0.541099,51.290324
2021461118677,03/12/2021,6,16:55,3,2,1,70,6,1,2,2,7,0.190733,51.384747
2021461125797,20/12/2021,2,12:00,3,2,1,40,1,1,1,1,3,0.51289,51.229946
2021461129164,23/12/2021,5,19:40,3,2,1,30,4,1,2,1,6,1.38825,51.387826
2021461128960,23/12/2021,5,23:15,3,2,1,30,7,1,1,2,6,1.372735,51.223079
2021041021942,15/02/2021,2,18:16,3,1,1,30,4,1,1,2,1,-2.703852,53.79881
2021041038737,14/04/2021,4,14:05,3,2,1,40,1,1,1,2,6,-2.731725,53.960749
2021041051562,02/06/2021,4,19:08,3,2,1,70,1,1,1,2,3,-2.318749,53.781838
2021041057426,18/06/2021,6,15:00,2,1,1,30,1,1,1,1,6,-3.027678,53.909866
2021041077789,20/07/2021,3,18:27,3,3,1,40,1,1,1,2,3,-2.913159,53.836623
2021041086766,22/08/2021,1,08:52,2,1,1,70,1,2,2,2,1,-2.631168,53.717531
2021041096388,08/10/2021,6,09:11,3,2,1,20,1,1,1,1,6,-3.036469,53.761116
