"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
20065,"Ultimate Pad in Prime Williamsburg with huge ktchn",128536016,"Danny","Brooklyn","Williamsburg",40.7146,-73.96282,"Entire home/apt",385,10,0,NA,NA,1,0
20066,"PRIVATE BEDROOM IN COMFY & CHIC UWS APT!",7041410,"Jeffrey","Manhattan","Upper West Side",40.79475,-73.976,"Private room",140,5,90,"6/30/2019",1.37,1,16
20067,"2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*",69545883,"Chayla","Manhattan","Midtown",40.75327,-73.97175,"Private room",599,3,2,"5/27/2017",0.07,12,365
20068,"Lovely Room, Midtown Manhattan!",204160428,"Cristian","Manhattan","Hell's Kitchen",40.75934,-73.99563,"Private room",160,3,30,"6/22/2019",4.71,3,73
20069,"Beautiful Times Square Apt. Heart of Manhattan!",219848970,"Javier","Manhattan","Hell's Kitchen",40.76203,-73.99353,"Entire home/apt",600,3,0,NA,NA,2,17
20070,"Art & Expression Inn",202823080,"Marissa","Brooklyn","Bushwick",40.69939,-73.9158,"Private room",43,3,5,"4/3/2019",0.68,1,179
20071,"Beautiful Brooklyn Brownstone w/private parking",150159094,"Domonique","Brooklyn","Bedford-Stuyvesant",40.69064,-73.93559,"Entire home/apt",310,1,77,"7/1/2019",3.51,1,347
20072,"Stylish Park Slope Townhouse",6873370,"Thomas","Brooklyn","Sunset Park",40.66134,-73.98844,"Entire home/apt",102,2,24,"1/8/2019",0.34,1,0
20073,"Gorgeous Spacious Bedroom In Ridgewood Queens",16494382,"Mark","Queens","Ridgewood",40.70735,-73.89343,"Private room",20,7,0,NA,NA,1,89
20074,"Luxury bedroom - Nomad Chelsea area",52183380,"Andy","Manhattan","Chelsea",40.74381,-73.9923,"Entire home/apt",110,30,2,"10/22/2016",0.06,1,0
20075,"A Cozy Place to Stay in Woodside Queens!",137358866,"Kazuya","Queens","Maspeth",40.73786,-73.90616,"Private room",36,30,1,"5/31/2019",0.77,103,235
20076,"Idyllic Greenwich Village Apartment",50490104,"Ocean","Manhattan","Greenwich Village",40.72939,-74.00225,"Entire home/apt",150,2,0,NA,NA,1,0
20077,"Shannan's Place",163046191,"Elma","Brooklyn","Fort Greene",40.68522,-73.97115,"Private room",57,28,2,"5/31/2019",0.11,2,77
20078,"Charming, Airy 2 Bedroom Brownstone in Bed-Stuy",19569725,"Cathy","Brooklyn","Bedford-Stuyvesant",40.68419,-73.92217,"Entire home/apt",135,2,252,"6/22/2019",4.37,1,35
20079,"Clarkson Loft the gem of east Flatbush",262534951,"Sandra","Brooklyn","East Flatbush",40.65904,-73.92334,"Private room",60,1,2,"6/9/2019",1.58,2,179
20080,"I have private bathrooms i have a lovely dresser",266823254,"Temi","Queens","Bayswater",40.60825,-73.75695,"Private room",60,1,0,NA,NA,1,342
20081,"Spacious 1 bedroom Open Concept Apt in E Flatbush.",45631198,"Arturo","Brooklyn","East Flatbush",40.63845,-73.94365,"Entire home/apt",63,1,0,NA,NA,1,19
20082,"Private Suite in NYC 15 minutes to Times Square",157979999,"Ayesha","Queens","Sunnyside",40.74648,-73.91919,"Private room",60,1,76,"6/30/2019",4.43,1,301
20083,"Large One Bedroom Apartment",75853911,"Sabrina","Manhattan","Harlem",40.80299,-73.95713,"Entire home/apt",100,1,3,"9/16/2016",0.09,1,0
20084,"2 Bedroom by Bayside Train 21 mins from Manhattan",24771677,"Noelle","Queens","Bayside",40.76324,-73.77111,"Entire home/apt",200,2,45,"6/30/2019",2.84,1,42
20085,"1 Bedroom 3 People - The Heart of Jackson Heights",114700646,"Daniel","Queens","East Elmhurst",40.76123,-73.88597,"Private room",75,5,69,"6/24/2019",2.45,1,67
20086,"Sunny Cute Studio (15 Mins to Manhattan)",83632643,"Sheng","Queens","Woodside",40.74389,-73.89325,"Entire home/apt",120,1,0,NA,NA,1,0
20087,"Designers' Brooklyn Loft – 2 bed, 2 bath",1341264,"Noemie","Brooklyn","Bedford-Stuyvesant",40.69065,-73.95929,"Entire home/apt",300,6,1,"4/23/2019",0.39,1,0
20088,"Luxury 2BR Dumbo Brooklyn.  Amazing Views!!",264689880,"Paul","Brooklyn","Vinegar Hill",40.70344,-73.9839,"Entire home/apt",350,3,0,NA,NA,1,51
20089,"Penthouse on the beach 3 floors of art, fun,surf,",125320407,"Sata","Queens","Far Rockaway",40.59636,-73.7413,"Entire home/apt",900,2,0,NA,NA,5,365
20090,"Union SQ / Cozy & Quiet Room ! 5mins to Times SQ",145518739,"Tommy","Manhattan","Gramercy",40.73496,-73.98723,"Private room",150,2,57,"6/20/2019",2.51,3,149
20091,"Cozy Bedroom in a New York EDITION Apartment",43502871,"Gilberto","Manhattan","Inwood",40.86517,-73.92995,"Private room",95,3,0,NA,NA,1,216
20092,"Cozy 1 bedroom in Murray Hill.",52083976,"Kevin","Manhattan","Murray Hill",40.74466,-73.9737,"Entire home/apt",140,1,0,NA,NA,1,0
20093,"❀ Bright and cozy townhouse | Ideal for families ❀",154268909,"Malik","Queens","Bellerose",40.74027,-73.71829,"Entire home/apt",180,2,0,NA,NA,2,281
20094,"Amazing 1 Bedroom Apt CENTRAL PARK",17898189,"Danielle","Manhattan","Upper East Side",40.77487,-73.949,"Entire home/apt",180,2,24,"9/27/2015",0.41,1,0
20095,"Great location,near nyc airports,subway &airtrain",6271042,"Islandgetawayz","Queens","Richmond Hill",40.69659,-73.81435,"Entire home/apt",90,2,54,"7/7/2019",2.69,1,283
20096,"Lovely Bedroom in heart of East Village",23089531,"Caitlin","Manhattan","East Village",40.72771,-73.98983,"Private room",100,2,66,"6/12/2019",2.39,3,27
20097,"Lovely Victorian Brooklyn 6BR Home",3196390,"Orli","Brooklyn","Flatbush",40.63854,-73.95814,"Entire home/apt",415,4,3,"7/3/2015",0.06,1,0
20098,"Your Home In The Heart Of Bedstuy, Brooklyn!",263566379,"Lawrence","Brooklyn","Bedford-Stuyvesant",40.68096,-73.92512,"Entire home/apt",80,1,6,"7/6/2019",6,1,12
20099,"Tristan's House",150038776,"Jeny","Queens","Long Island City",40.76462,-73.9319,"Private room",35,1,16,"7/7/2019",1.37,1,95
20100,"Bright & cozy room in Brooklyn Brownstone",1155164,"Orlando Benjamin","Brooklyn","Bedford-Stuyvesant",40.68036,-73.91621,"Private room",40,2,4,"6/22/2019",4,1,2
20101,"Private Master Bedroom with Private Bathroom",262804930,"John","Brooklyn","Prospect-Lefferts Gardens",40.65986,-73.94277,"Private room",89,1,5,"7/4/2019",3.49,1,97
20102,"Riverside Park Nest",118276455,"Eric","Manhattan","Upper West Side",40.79517,-73.97555,"Entire home/apt",200,30,5,"6/6/2019",0.21,1,271
20103,"COZY 2BR IN MANHATTAN",10448572,"Malen","Manhattan","East Harlem",40.79632,-73.93387,"Entire home/apt",115,3,12,"8/6/2018",0.47,1,7
20104,"Private Room Williamsburg 3 Blocks from L Bedford",96186778,"Masahiro","Brooklyn","Williamsburg",40.71865,-73.95875,"Private room",75,3,72,"6/22/2019",2.14,1,56
20105,"Great cozy in Brooklyn",20169857,"Fabeye & Nabou","Brooklyn","Bedford-Stuyvesant",40.69634,-73.9441,"Private room",33,1,52,"4/8/2019",0.87,2,255
20106,"Live like a local!",266339498,"Valentina","Brooklyn","Bay Ridge",40.63919,-74.02526,"Entire home/apt",190,2,0,NA,NA,1,119
20107,"Still NYC...  Grymes Hill, Staten Island",246224359,"Julie Ann","Staten Island","Grymes Hill",40.6105,-74.09132,"Entire home/apt",115,1,1,"6/30/2019",1,1,339
20108,"3 BDR Apt-Just Minutes to Manhattan",23044811,"Ettrick","Brooklyn","Bedford-Stuyvesant",40.68569,-73.94358,"Entire home/apt",139,2,119,"6/9/2019",2.31,2,175
20109,"Room in Brooklyn",4463170,"Yordanos","Brooklyn","Bushwick",40.69748,-73.92319,"Private room",37,2,2,"9/10/2018",0.19,1,0
20110,"Feel.Like.A.Local in Williamsburg",47640633,"Murat","Brooklyn","Williamsburg",40.71621,-73.93941,"Private room",50,7,0,NA,NA,1,0
20111,"NEW Bohemian Brooklyn 1 Bed",210992029,"Rebecca","Brooklyn","Flatbush",40.63847,-73.95693,"Entire home/apt",195,2,0,NA,NA,1,30
20112,"Cheap and Worth it!",154678310,"Rafael","Queens","Elmhurst",40.74038,-73.87381,"Private room",30,1,24,"2/2/2019",2.32,1,0
20113,"Luxury City Lights Suite",24831061,"Hosteeva","Manhattan","Midtown",40.76428,-73.98083,"Entire home/apt",310,1,0,NA,NA,8,0
20114,"Clean, Large 2 Bedroom Duplex Apartment w/ Patio",53978622,"Narina","Manhattan","East Harlem",40.80954,-73.93934,"Entire home/apt",175,4,8,"6/19/2019",0.51,2,160
20115,"Dooman GYM prime location!5178",16098958,"Jeremy & Laura","Manhattan","Theater District",40.76279,-73.9854,"Entire home/apt",285,30,7,"12/16/2018",0.19,96,311
20116,"King size bedroom in 2 bed apartment",1787284,"Dragan","Queens","Astoria",40.75532,-73.91603,"Private room",109,30,304,"6/19/2019",3.7,1,0
20117,"Entire Apt in the center of NYC",60525649,"Lixia","Manhattan","Hell's Kitchen",40.75464,-73.99542,"Entire home/apt",120,2,9,"6/30/2019",1.08,1,2
20118,"Spacious high-rise 1BD with an INCREDIBLE view!",38263259,"Michelle","Manhattan","Harlem",40.81949,-73.95676,"Entire home/apt",140,5,7,"5/21/2018",0.16,1,0
20119,"J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE WIFI CABLE",8814258,"Nikole","Queens","South Ozone Park",40.67293,-73.79554,"Shared room",30,4,1,"5/3/2019",0.45,7,365
20120,"Cozy 2 Bedroom in the heart of Times Square",37333386,"Bianca","Manhattan","Hell's Kitchen",40.76119,-73.9873,"Entire home/apt",200,3,41,"6/18/2019",1.97,3,181
20121,"Luxurious Private Studio",195219725,"Marina","Queens","Kew Gardens Hills",40.72437,-73.81523,"Entire home/apt",95,1,51,"5/20/2019",3.94,1,136
20122,"Newly Furnished 2 Bed 1 Bath",61396454,"Ash","Manhattan","Midtown",40.75508,-73.96379,"Entire home/apt",220,30,0,NA,NA,14,343
20123,"Chelsea / High Line Oasis",69510,"Brian","Manhattan","Chelsea",40.7465,-74.0036,"Entire home/apt",375,3,0,NA,NA,1,0
20124,"Apt. 2nd Floor (A)   2/4 Guest",87073749,"Benedetta","Brooklyn","Williamsburg",40.70982,-73.95609,"Entire home/apt",125,2,80,"6/22/2019",4.44,2,74
20125,"Great share 25 min to Manhattan",201015598,"Anchor","Brooklyn","Bedford-Stuyvesant",40.6785,-73.91274,"Shared room",35,1,2,"6/4/2019",0.75,17,49
20126,"My Minimalist Sanctuary - Harlem Living",19580888,"Lola","Manhattan","Harlem",40.81589,-73.95346,"Entire home/apt",100,4,0,NA,NA,1,20
20127,"Home away from home!",53440969,"CJ & Raissa","Queens","Queens Village",40.71288,-73.74334,"Entire home/apt",80,2,43,"2/10/2019",3.27,1,189
20128,"Eldridge Refined",43811211,"Jon","Manhattan","Chinatown",40.71612,-73.99273,"Entire home/apt",299,2,5,"6/15/2019",2.05,1,324
20129,"My tiny Chateau",72596124,"Vincent","Queens","Jackson Heights",40.74912,-73.88667,"Entire home/apt",80,1,202,"6/24/2019",6.13,1,143
20130,"☆Nice Private Room Near Park & Train in MANHATTAN!",20134899,"Michael","Manhattan","Harlem",40.82607,-73.95124,"Private room",54,23,8,"12/30/2018",0.7,2,35
20131,"Amazing flat, stunning views!!, perfect location",48201284,"Antoine","Brooklyn","Williamsburg",40.71026,-73.96841,"Entire home/apt",175,1,1,"7/8/2016",0.03,1,0
20132,"Beautiful & Comfortable Apartment in Brooklyn!",123048179,"Joseph","Brooklyn","Bensonhurst",40.61901,-74.00045,"Entire home/apt",120,3,45,"6/16/2019",1.65,1,295
20133,"Private Room & Private bathroom 2mins to subway!",28573,"Sara","Brooklyn","Bedford-Stuyvesant",40.6778,-73.9135,"Private room",65,1,140,"6/30/2019",5,1,144
20134,"Cozy ,quiet with lots of attractions near by",85518583,"Matany","Brooklyn","Williamsburg",40.7191,-73.95685,"Entire home/apt",151,14,0,NA,NA,1,25
20135,"Cozy Brooklyn Studio",184204269,"Donna","Brooklyn","East Flatbush",40.63718,-73.94061,"Entire home/apt",69,2,36,"6/9/2019",2.46,1,229
20136,"Large 1 Br in Upper East blocks from Central Park",79929686,"Kyle","Manhattan","Upper East Side",40.77857,-73.9539,"Entire home/apt",350,3,0,NA,NA,1,0
20137,"Staten island home not far from ferry to manhattan",113449748,"Gloria","Staten Island","Randall Manor",40.63552,-74.12125,"Private room",100,3,0,NA,NA,1,362
20138,"I rent out brand new 2br/2bath apt in Chinatown",24890474,"Stanislav","Manhattan","Chinatown",40.71333,-73.99419,"Entire home/apt",300,2,5,"6/20/2019",2.42,1,231
20139,"Two bedroom near Grand Central with a view!!",7408622,"Jerome","Manhattan","Midtown",40.75083,-73.97151,"Entire home/apt",700,5,23,"5/8/2019",0.68,1,179
20140,"Shared,Cozy Room İn Times Square 6",263880607,"Ahmet","Manhattan","Hell's Kitchen",40.76509,-73.98795,"Shared room",77,1,3,"7/1/2019",2,7,365
20141,"Quiet, sunny, renovated",40223271,"Max","Manhattan","Harlem",40.82883,-73.94468,"Entire home/apt",79,15,22,"5/5/2019",0.49,1,0
20142,"Charming Clinton Hill One-Bedroom Apartment",123690850,"Ani","Brooklyn","Clinton Hill",40.6873,-73.966,"Entire home/apt",92,10,4,"6/13/2019",0.17,1,0
20143,"Quiet and Sunny studio in EV",10150931,"Pierre","Manhattan","East Village",40.72811,-73.98663,"Entire home/apt",170,2,7,"9/25/2016",0.11,1,312
20144,"Large one bedroom in historic Clinton Hill",775409,"John","Brooklyn","Clinton Hill",40.69478,-73.96126,"Entire home/apt",140,3,34,"7/5/2019",2.95,1,54
20145,"UPPER EAST Landmark Blding:Walk to Central Park",5309160,"Elizabeth And Roberto","Manhattan","Upper East Side",40.77065,-73.95064,"Entire home/apt",94,30,15,"2/21/2016",0.26,1,309
20146,"Private 3A Room in 4BR/2BA APT in Hell's Kitchen",137274917,"David","Manhattan","Hell's Kitchen",40.76187,-73.98984,"Private room",110,1,54,"6/23/2019",4.84,12,251
20147,"Entire Luxury Divided Studio in Time Square",19623390,"Rick","Manhattan","Theater District",40.75936,-73.98752,"Entire home/apt",290,5,1,"6/20/2017",0.04,1,0
20148,"Beautiful Modern Lower East Side Apartment!",9152003,"Katie","Manhattan","Lower East Side",40.72176,-73.99218,"Entire home/apt",199,2,18,"7/6/2019",2.92,1,16
20149,"Charming flat with Williamsburg view",162923870,"Etienne","Brooklyn","Williamsburg",40.71967,-73.9643,"Entire home/apt",149,9,13,"7/1/2019",0.86,1,29
20150,"Brooklyn Beauty",19222653,"Kara","Brooklyn","Bay Ridge",40.63431,-74.02552,"Entire home/apt",100,3,25,"6/11/2019",0.96,1,353
20151,"The Perfect 1brm Apartment - Sunny & Spacious!",3800365,"Mei-Ling","Brooklyn","Williamsburg",40.71874,-73.94055,"Entire home/apt",123,3,21,"11/22/2017",0.61,1,0
20152,"Large 3 bed, 2 bath , garden , bbq , all you need",66993395,"Thomas","Brooklyn","Bedford-Stuyvesant",40.68886,-73.92879,"Entire home/apt",345,4,0,NA,NA,3,354
20153,"Private bedroom near L & M trains",68139079,"Gary","Brooklyn","Bushwick",40.70076,-73.92371,"Private room",50,1,0,NA,NA,1,0
20154,"Private Crown Heights bedroom near 2/5 Trains",90996947,"Alan","Brooklyn","Prospect-Lefferts Gardens",40.66226,-73.94855,"Private room",70,2,4,"4/19/2019",0.46,1,321
20155,"Manhattan Rooms by Central Park & 6 green train",97640457,"Mel","Manhattan","East Harlem",40.79913,-73.94226,"Private room",90,2,0,NA,NA,1,171
20156,"Studio Loft in Greenpoint",47554473,"Henry Norman","Brooklyn","Greenpoint",40.72766,-73.94393,"Entire home/apt",179,3,36,"6/14/2019",0.84,13,53
20157,"Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath",24743701,"Renata And Howard","Brooklyn","Prospect-Lefferts Gardens",40.66108,-73.95567,"Entire home/apt",650,5,3,"7/2/2019",0.08,2,23
20158,"Studio close to Manhattan",273288629,"Hailey","Queens","Astoria",40.76799,-73.91559,"Entire home/apt",150,2,0,NA,NA,1,359
20159,"Modern Private BR in Fort Greene Cumberland",230192510,"Zach","Brooklyn","Fort Greene",40.69693,-73.97396,"Private room",48,30,0,NA,NA,25,66
20160,"GardenViewApt 10min to Bushwick ArtScene,Food,Bars",5413500,"Rebecca","Queens","Ridgewood",40.70499,-73.91304,"Entire home/apt",95,3,0,NA,NA,1,0
20161,"This place Very quiet and fresh!",222178766,"Firuza","Brooklyn","Flatbush",40.64767,-73.96236,"Private room",75,1,7,"7/2/2019",0.85,1,133
20162,"Stairway to Heaven",58164974,"Jeff","Manhattan","Hell's Kitchen",40.75925,-73.99427,"Private room",150,4,37,"1/2/2018",0.92,1,0
20163,"2 NICE ROMANTIC ROOM WITH AIR CONDITION BROOKLYN",102292061,"Roman","Brooklyn","Sheepshead Bay",40.58567,-73.94501,"Private room",50,1,6,"7/4/2019",6,3,83
20164,"Unique & Stylish Apartment in Chelsea",5258749,"Bani","Manhattan","Chelsea",40.74197,-73.99703,"Entire home/apt",120,5,13,"6/30/2019",5,2,14
20165,"Brooklyn Home I",268468020,"Tylor","Brooklyn","East Flatbush",40.641,-73.93467,"Entire home/apt",98,1,0,NA,NA,2,88
20166,"SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG",1320538,"Tyler","Brooklyn","Williamsburg",40.70995,-73.96609,"Entire home/apt",102,10,8,"1/9/2019",0.2,1,277
20167,"East 29th Street, Luxury 1bd in NOMAD",22541573,"Ken","Manhattan","Midtown",40.74556,-73.98542,"Entire home/apt",219,30,0,NA,NA,87,343
20168,"Huge Bushwick loft Bedroom",20353229,"Megan","Brooklyn","Williamsburg",40.70552,-73.93344,"Private room",80,3,0,NA,NA,1,0
20169,"1 berm south brooklyn",239851275,"Joseph","Brooklyn","Sheepshead Bay",40.60263,-73.94355,"Private room",200,1,0,NA,NA,1,363
20170,"Beautiful Meatpacking District Loft",71876,"DAVID And RICK","Manhattan","Chelsea",40.74138,-74.00197,"Private room",150,3,167,"5/28/2019",1.65,1,295
20171,"Modern Lofted Williamsburg 3bd",743742,"Ethan And Wray","Brooklyn","Williamsburg",40.7056,-73.94202,"Entire home/apt",198,1,294,"7/4/2019",3.59,1,233
20172,"Best Location in Midtown Manhattan",8329975,"Gore","Manhattan","Hell's Kitchen",40.76645,-73.98539,"Entire home/apt",150,4,15,"6/29/2019",0.41,1,5
20173,"East Village Studio Apartment",46501846,"Patrick","Manhattan","East Village",40.7241,-73.98959,"Entire home/apt",133,7,9,"11/5/2018",0.35,1,0
20174,"Bklyn 4 Beds 1 Bathroom Rental 3",1709216,"Steve And Heather","Brooklyn","East Flatbush",40.63759,-73.9459,"Entire home/apt",115,3,51,"4/27/2019",0.58,4,327
20175,"Luxe Large Suite w/Views bathroom en suite",118695056,"Cameron & Dione","Brooklyn","Downtown Brooklyn",40.6925,-73.98613,"Private room",153,3,28,"6/9/2019",1,2,11
20176,"Beautiful Basement Apartment",8830191,"Hd","Brooklyn","Flatbush",40.64169,-73.95398,"Entire home/apt",40,2,2,"7/1/2019",2,1,57
20177,"Manhattan Club Penthouse Suite",57769941,"Mario","Manhattan","Midtown",40.7659,-73.98211,"Entire home/apt",325,1,0,NA,NA,1,0
20178,"NY/ Big Room for 2 near Manhattan",1260921,"Victor","Bronx","Kingsbridge",40.8679,-73.90023,"Private room",42,2,108,"6/19/2019",1.36,2,302
20179,"Cozy 2/1 apartment in Heart of Brooklyn",81957771,"Gabs","Brooklyn","Bushwick",40.70318,-73.92636,"Entire home/apt",120,3,0,NA,NA,1,177
20180,"Dog Friendly, 1-Bedroom apt, close to subway",250515297,"Nikita","Brooklyn","Bedford-Stuyvesant",40.68501,-73.91884,"Entire home/apt",75,2,0,NA,NA,1,7
20181,"Magical Brooklyn Space *20 MIN to Manhattan!*",201407513,"Norma-Jean","Brooklyn","Bedford-Stuyvesant",40.67922,-73.90953,"Private room",41,1,6,"6/24/2019",1.86,2,79
20182,"Bright & lovely 1BD Apartment",24709724,"Maria","Queens","Ridgewood",40.70684,-73.89474,"Entire home/apt",80,7,2,"1/3/2019",0.11,1,190
20183,"Quiet and cozy",832695,"Gloria And Dmitrii","Queens","Astoria",40.7648,-73.92081,"Private room",50,1,6,"10/30/2018",0.23,1,0
20184,"THE VILLAGE OF HARLEM....NEW YORK !",4632,"Elisabeth","Manhattan","Harlem",40.80902,-73.9419,"Private room",150,3,0,NA,NA,1,365
20185,"Oasis Carriage House Apartment in Williamsburg",14416238,"New","Brooklyn","Williamsburg",40.70851,-73.94197,"Entire home/apt",125,4,0,NA,NA,1,0
20186,"Modern Studio in Washington Heights!",26973868,"Jhunior","Manhattan","Washington Heights",40.84221,-73.93705,"Entire home/apt",90,4,4,"6/30/2019",1.88,1,51
20187,"Quiet Oasis in Brooklyn with Garden Patio",1307197,"Jenn","Brooklyn","East Flatbush",40.66039,-73.93034,"Private room",90,1,2,"5/19/2019",0.97,1,0
20188,"Beautiful Room in Brooklyn!!",15640230,"Susana","Brooklyn","Crown Heights",40.66433,-73.93383,"Private room",40,30,0,NA,NA,4,354
20189,"Light-filled Room in Renovated Apt",1021134,"Manny","Brooklyn","Williamsburg",40.7069,-73.96833,"Private room",60,2,1,"8/8/2016",0.03,1,0
20190,"Comfortable Studio! Easy Access to Manhattan!",261090883,"Zack","Queens","Ridgewood",40.70791,-73.8959,"Entire home/apt",99,2,9,"6/23/2019",5.4,1,164
20191,"Room in loft apartment above bakery",51605949,"Miriam","Brooklyn","Clinton Hill",40.69459,-73.96408,"Private room",43,1,0,NA,NA,1,0
20192,"Beautiful one bedroom home in Washington Heights",38284609,"Emily","Manhattan","Washington Heights",40.8449,-73.94034,"Private room",85,3,10,"1/1/2019",0.3,1,362
20193,"2BR Apartment in Brownstone Brooklyn!",50321289,"Avery","Brooklyn","Bedford-Stuyvesant",40.682,-73.95681,"Entire home/apt",140,2,4,"6/14/2019",1.58,3,4
20194,"PRIVATE ROOM IN COZY SCANDINAVIAN / BROOKLYN HOME",220734035,"Selma","Brooklyn","Williamsburg",40.70209,-73.94223,"Private room",60,3,0,NA,NA,1,0
20195,"1  bedroom apartment",331328,"Amir","Manhattan","East Harlem",40.80759,-73.94103,"Entire home/apt",99,5,13,"6/17/2019",2.48,3,8
20196,"Private Room in East Village",40316314,"Chris","Manhattan","East Village",40.72363,-73.98234,"Private room",80,1,1,"11/29/2015",0.02,2,0
20197,"Private room in Manhattan",37280441,"Mary","Manhattan","Morningside Heights",40.81039,-73.95948,"Private room",70,1,67,"4/7/2019",5.19,2,0
20198,"Private room with 2 queen sized beds, in Times SQ",133972085,"Yumi, Chizu","Manhattan","Midtown",40.75594,-73.98259,"Private room",155,4,35,"6/23/2019",1.45,3,157
20199,"Sun-soaked Oasis in Astoria.",41817016,"G. Angela","Queens","Ditmars Steinway",40.77188,-73.91555,"Private room",175,1,5,"9/3/2017",0.11,1,87
20200,"Gorgeous 3 bedroom close to Manhattan",138729500,"John & Leni","Queens","Astoria",40.76067,-73.9198,"Entire home/apt",225,2,2,"6/30/2019",2,1,277
20201,"ENTIRE Upper East Side Loft Apartment",6991164,"Mike","Manhattan","Upper East Side",40.76854,-73.95532,"Private room",199,1,49,"6/17/2019",1.11,1,230
20202,"Brooklyn Stay Inn TH",179436298,"Nyota","Brooklyn","Crown Heights",40.66555,-73.95497,"Entire home/apt",100,1,4,"6/28/2019",2.26,2,365
20203,"Room in Minimalist Brooklyn Loft (Fort Greene)",25096301,"Ryan","Brooklyn","Fort Greene",40.68659,-73.97557,"Private room",70,2,9,"6/2/2019",0.63,2,3
20204,"Cozy furnished 2 Bedroom (30 day minimum)",246290852,"Eddie","Brooklyn","Bedford-Stuyvesant",40.69239,-73.94884,"Entire home/apt",120,28,0,NA,NA,2,264
20205,"#1 Yellow Block BnB/see at Net Flix Show Stay Here",1420300,"Gordy","Brooklyn","Bedford-Stuyvesant",40.68492,-73.95489,"Entire home/apt",800,4,122,"7/2/2019",1.37,1,257
20206,"Brooklyn Style Hostel RM4 #4",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69245,-73.95542,"Shared room",36,1,9,"5/5/2019",0.82,34,365
20207,"HUGE QUEEN ROOM IN 1500 SQFT WBURG BALLROOM APT",2212344,"Enrique","Brooklyn","Williamsburg",40.71358,-73.95634,"Private room",94,4,2,"8/18/2018",0.1,3,0
20208,"Bright 1 br apt in Greenpoint Brooklyn",3526617,"Kyle","Brooklyn","Greenpoint",40.73604,-73.95415,"Entire home/apt",250,2,4,"8/27/2017",0.16,1,322
20209,"Good deal in bohemian East Village",855079,"Nicholas","Manhattan","East Village",40.72734,-73.98319,"Private room",150,1,16,"4/1/2019",1.75,3,0
20210,"Spacious and Bright Brooklyn Two Bedroom Apartment",700224,"Shane & Nicole","Brooklyn","Gowanus",40.68361,-73.98671,"Entire home/apt",185,30,10,"5/11/2019",0.53,4,323
20211,"Beautiful Bedroom with Private Bath in Brooklyn",228900197,"Gina","Brooklyn","Williamsburg",40.70922,-73.94255,"Private room",55,2,2,"1/7/2019",0.32,1,0
20212,"NEW RENO HUGE PRIVATE BED&BATH PLUS TERRACE",104254967,"Anna","Queens","Long Island City",40.75559,-73.9208,"Private room",95,2,62,"7/1/2019",1.96,1,118
20213,"CHELSEA APT- SPACE, LIGHT, BEAUTY!",2426404,"Judith & Reid","Manhattan","Chelsea",40.74552,-74.0006,"Entire home/apt",230,6,6,"6/12/2015",0.09,1,0
20214,"Sonder | 116 John | Warm 1BR + Gym",12243051,"Sonder","Manhattan","Financial District",40.70831,-74.00619,"Entire home/apt",182,29,2,"1/1/2019",0.21,96,259
20215,"Central Park North 1 Bedroom Apt",19982835,"Maria","Manhattan","Harlem",40.79965,-73.95446,"Entire home/apt",150,2,13,"6/16/2019",0.28,1,362
20216,"Artistic Studio Apartment",2533833,"Tico","Brooklyn","Bedford-Stuyvesant",40.68409,-73.95402,"Entire home/apt",85,3,122,"6/15/2019",1.93,1,41
20217,"Private room in center of Manhattan I",39528519,"Max","Manhattan","Lower East Side",40.70988,-73.98686,"Private room",73,15,0,NA,NA,28,185
20218,"A Historic District Gem in Jackson Heights",196580929,"Vivian","Queens","Jackson Heights",40.75228,-73.88699,"Private room",42,1,3,"7/22/2018",0.25,1,0
20219,"Large Williamsburg Bedroom",140488110,"Grace","Brooklyn","Williamsburg",40.70823,-73.96081,"Private room",60,2,0,NA,NA,1,0
20220,"Beautiful Home in the Heart of Greenpoint",4033648,"Victoria","Brooklyn","Greenpoint",40.72942,-73.95122,"Entire home/apt",120,4,9,"5/26/2019",0.4,1,10
20221,"One Bed Studio at Wall Street",17249397,"Sushant","Manhattan","Financial District",40.70457,-74.00733,"Shared room",90,1,8,"5/21/2015",0.14,2,0
20222,"NY TIME SQUARE DOUBLE ROOM",224815152,"Hudson River Hotel","Manhattan","Hell's Kitchen",40.75641,-73.9971,"Private room",209,1,25,"5/28/2019",3.49,8,84
20223,"Country in the City",20169986,"Victoria","Brooklyn","Flatbush",40.63146,-73.96486,"Entire home/apt",85,3,12,"9/21/2018",0.21,1,97
20224,"Room 5 - Quiet Retreat in Historic Victorian Home",173362161,"Elizabeth","Brooklyn","Flatbush",40.64293,-73.96863,"Private room",50,2,51,"6/27/2019",3.29,6,176
20225,"Designed 3-person shared room next to Wyckoff Ave",10994664,"Alexander","Brooklyn","Bushwick",40.69078,-73.90504,"Shared room",32,30,0,NA,NA,8,365
