book_id,authors,title
480,Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)"
481,Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)"
482,Kathleen Grissom,The Kitchen House
483,J.D. Salinger,Franny and Zooey
484,Chuck Palahniuk,Choke
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov
486,Jeanne DuPrau,"The City of Ember (Book of Ember, #1)"
487,Michael Crichton,The Andromeda Strain
488,Stephen King,The Green Mile
489,Kahlil Gibran,The Prophet
490,Art Spiegelman,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
491,"P.C. Cast, Kristin Cast","Untamed (House of Night, #4)"
492,Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)"
493,C.S. Lewis,Mere Christianity
494,Donna Tartt,The Secret History
495,Dave Eggers,A Heartbreaking Work of Staggering Genius
496,Jean M. Auel,"The Clan of the Cave Bear (Earth's Children, #1)"
497,Anna Sewell,Black Beauty
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",War and Peace
499,Bret Easton Ellis,American Psycho
500,Meg Cabot,"The Princess Diaries (The Princess Diaries, #1)"
501,Alexander McCall Smith,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)"
502,"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 01: Days Gone Bye"
503,Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)"
504,Francine Rivers,Redeeming Love
505,"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)"
506,Kiera Cass,"The One (The Selection, #3)"
507,Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)"
508,Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America
509,Sophie Kinsella,Remember Me?
510,Robert Jordan,"The Great Hunt (Wheel of Time, #2)"
511,Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)"
512,Edgar Allan Poe,The Complete Stories and Poems
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom
514,Arthur Conan Doyle,The Adventures of Sherlock Holmes
515,Pat Conroy,The Prince of Tides
516,Michael Chabon,The Amazing Adventures of Kavalier & Clay
517,Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)"
518,"J.M. Barrie, Michael Hague",Peter Pan
519,Scott Westerfeld,"Pretties (Uglies, #2)"
520,"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle
521,Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)"
522,David Mitchell,Cloud Atlas
523,Tim O'Brien,The Things They Carried
524,Banksy,Wall and Piece
525,Lauren Oliver,"Pandemonium (Delirium, #2)"
526,Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)"
527,Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)"
528,Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)"
529,"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing
531,"Unknown, Seamus Heaney",Beowulf
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One
533,Harper Lee,Go Set a Watchman
534,David Sedaris,When You Are Engulfed in Flames
535,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)"
536,Victoria Aveyard,"Red Queen (Red Queen, #1)"
537,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business
538,John Berendt,Midnight in the Garden of Good and Evil
539,Colleen Hoover,"Hopeless (Hopeless, #1)"
540,"Frances Hodgson Burnett, Nancy Bond",A Little Princess
541,Sarah Dessen,The Truth About Forever
542,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)"
543,Richelle Mead,"Last Sacrifice (Vampire Academy, #6)"
544,"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)"
545,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit
546,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
547,"H.G. Wells, Arthur C. Clarke",The War of the Worlds
548,Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)"
549,Don Freeman,Corduroy
550,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals
551,Kate Atkinson,Life After Life
552,Nicholas Sparks,The Rescue
553,Stephen King,Needful Things
554,Diana Gabaldon,"Voyager (Outlander, #3)"
555,"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary"
556,Stephen King,Cujo
557,Jeffrey Eugenides,The Virgin Suicides
558,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)"
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary
561,"Norton Juster, Jules Feiffer",The Phantom Tollbooth
562,Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)"
563,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)"
564,Ned Vizzini,It's Kind of a Funny Story
565,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)"
566,Jojo Moyes,"After You (Me Before You, #2)"
567,Vanessa Diffenbaugh,The Language of Flowers
568,"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)"
569,James Patterson,"The Angel Experiment (Maximum Ride, #1)"
570,Nick Hornby,High Fidelity
571,Nicholas Sparks,The Guardian
572,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)"
573,John Gray,"Men Are from Mars, Women Are from Venus"
574,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly
575,Michael Crichton,Timeline
576,Voltaire,Candide
577,Natalie Babbitt,Tuck Everlasting
578,"Stephen King, Marie Milpois",Christine
579,P.D. Eastman,Are You My Mother?
580,E.H. Gombrich,The Story of Art
581,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)"
582,Robert T. Kiyosaki,"Rich Dad, Poor Dad"
583,Becca Fitzpatrick,"Silence (Hush, Hush, #3)"
584,Lev Grossman,The Magicians (The Magicians #1)
585,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)"
586,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)"
587,Jonathan Safran Foer,Everything Is Illuminated
588,Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)"
589,Tammara Webber,"Easy (Contours of the Heart, #1)"
590,"Charles Dickens, Jeremy Tambling",David Copperfield
591,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita
593,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)"
594,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie
595,John Knowles,A Separate Peace
596,John Grisham,The Rainmaker
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote
598,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)"
599,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)"
600,Lauren Kate,"Torment (Fallen, #2)"
601,Beatrix Potter,The Tale of Peter Rabbit
602,"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)"
603,Brandon Sanderson,"The Hero of Ages (Mistborn, #3)"
604,Susanna Kaysen,"Girl, Interrupted"
605,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea"
606,"Richard Bach, Russell Munson",Jonathan Livingston Seagull
607,Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)"
608,"Robert Munsch, Sheila McGraw",Love You Forever
609,Stephen King,Cell
610,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe)
612,Stephen King,"The Drawing of the Three (The Dark Tower, #2)"
613,Kate Morton,The Forgotten Garden
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial
615,Sarah Dessen,This Lullaby
616,Jodi Picoult,Plain Truth
617,Piper Kerman,Orange Is the New Black
618,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles
619,Daniel Kahneman,"Thinking, Fast and Slow"
620,Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)"
621,Judy Blume,"Are You There God? It's Me, Margaret"
622,Nicholas Sparks,Nights in Rodanthe
623,Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)"
624,Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)"
625,Chris Bohjalian,Midwives
626,Chris Van Allsburg,The Polar Express
627,"Jon Scieszka, Lane Smith",The True Story of the 3 Little Pigs
628,Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)"
629,"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die
630,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead"
631,Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)"
632,Tahereh Mafi,"Shatter Me (Shatter Me, #1)"
633,Robert A. Heinlein,Starship Troopers
634,Sophie Kinsella,I've Got Your Number
635,"Jostein Gaarder, Paulette Møller",Sophie's World
636,Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)"
637,Ray Bradbury,The Martian Chronicles
638,Jennifer Egan,A Visit from the Goon Squad
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi
640,Michael Crichton,Prey
641,C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)"
642,Ken Follett,"World Without End (The Kingsbridge Series, #2)"
643,"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)"
644,Colleen Hoover,"Slammed (Slammed, #1)"
645,Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)"
646,"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales
647,Emily Giffin,Baby Proof
648,Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)"
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84
650,Harriet Beecher Stowe,Uncle Tom's Cabin
651,"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera
652,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)"
653,"José Saramago, Giovanni Pontiero",Blindness
654,Jonathan Franzen,Freedom
655,Ally Condie,"Crossed (Matched, #2)"
656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)"
657,Aravind Adiga,The White Tiger
658,Jonathan Franzen,The Corrections
659,Barack Obama,Dreams from My Father: A Story of Race and Inheritance
660,Michael Crichton,Congo
661,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day"
662,Jhumpa Lahiri,Interpreter of Maladies
663,Howard Zinn,A People's History of the United States
664,Truman Capote,Breakfast at Tiffany's
665,Justin Cronin,"The Passage (The Passage, #1)"
666,Neil Gaiman,Anansi Boys
667,Sarah Dessen,Along for the Ride
668,Celeste Ng,Everything I Never Told You
669,"Isabel Allende, Magda Bogin",The House of the Spirits
670,Stephen King,The Dead Zone
671,"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)"
672,Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)"
673,Chimamanda Ngozi Adichie,Americanah
674,James Patterson,Suzanne's Diary for Nicholas
675,Stephen King,Firestarter
676,Sylvia Day,"Entwined with You (Crossfire, #3)"
677,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
678,Gabrielle Zevin,The Storied Life of A.J. Fikry
679,Ludwig Bemelmans,Madeline
680,Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century
681,"Laura Ingalls Wilder, Garth Williams","Little House in the Big Woods (Little House, #1)"
682,Susanna Clarke,Jonathan Strange & Mr Norrell
683,Nicholas Sparks,A Bend in the Road
684,Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)"
685,Michael  Grant,"Gone (Gone, #1)"
686,Nicholas Sparks,"The Wedding (The Notebook, #2)"
687,David McCullough,1776
688,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith
689,Jess Walter,Beautiful Ruins
690,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream
691,Stephen King,On Writing: A Memoir of the Craft
692,Kristin Hannah,"Firefly Lane (Firefly Lane, #1)"
693,Michael Crichton,Sphere
694,Emily Giffin,Love the One You're With
695,"Robert Galbraith, J.K. Rowling","The Silkworm (Cormoran Strike, #2)"
696,Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)"
697,Ann Patchett,State of Wonder
698,Matthew Quick,The Silver Linings Playbook
699,"Jules Verne, Anthony Bonner",Twenty Thousand Leagues Under the Sea
700,Philippa Gregory,"The Constant Princess (The Plantagenet and Tudor Novels, #6)"
701,"Virginia Woolf, Maureen Howard",Mrs. Dalloway
702,"Jonas Jonasson, Rod Bradbury",The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared
703,Stephen King,Bag of Bones
704,John Irving,The Cider House Rules
705,"Richard Bachman, Stephen King",Thinner
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",Around the World in Eighty Days
707,Sharon Creech,Walk Two Moons
708,"Paulo Coelho, Margaret Jull Costa",Eleven Minutes
709,J.D. Salinger,Nine Stories
710,Julie Powell,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living"
711,Neal Shusterman,"Unwind (Unwind, #1)"
712,Diana Gabaldon,"Drums of Autumn (Outlander, #4)"
713,Marie Lu,"Prodigy (Legend, #2)"
714,William Shakespeare,King Lear
715,Arthur Miller,Death of a Salesman
716,Nicholas Sparks,The Choice
717,Kate Egan,The Hunger Games: Official Illustrated Movie Companion
718,William Faulkner,The Sound and the Fury
719,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose
720,Tite Kubo,"Bleach, Volume 01"
721,Allie Brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened"
722,Robert Jordan,"The Shadow Rising (Wheel of Time, #4)"
723,Gregory David Roberts,Shantaram
724,Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)"
725,"Stephen King, Ned Dameron","The Waste Lands (The Dark Tower, #3)"
726,Jeffery Deaver,"The Bone Collector (Lincoln Rhyme, #1)"
727,"Bernhard Schlink, Carol Brown Janeway",The Reader
728,"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?"
729,Dan Simmons,"Hyperion (Hyperion Cantos, #1)"
730,John Steinbeck,The Pearl
731,William Peter Blatty,The Exorcist
732,Stephenie Meyer,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)"
733,David Guterson,Snow Falling on Cedars
734,Alex Haley,Roots: The Saga of an American Family
735,"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke
736,Ralph Ellison,Invisible Man
737,Ishmael Beah,A Long Way Gone: Memoirs of a Boy Soldier
738,Robert C. O'Brien,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)"
739,Stephen King,Different Seasons
740,"Laura Ingalls Wilder, Garth Williams","The Little House Collection (Little House, #1-9)"
741,Melissa Bank,The Girls' Guide to Hunting and Fishing
742,Hugh Howey,"Wool Omnibus (Silo, #1)"
743,Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
744,Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment
745,Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir
746,Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)"
747,Garth Nix,"Sabriel (Abhorsen,  #1)"
748,Charlaine Harris,"Dead and Gone (Sookie Stackhouse, #9)"
749,Jodi Picoult,The Storyteller
750,Jennifer L. Armentrout,"Obsidian (Lux, #1)"
751,Douglas Adams,"Life, the Universe and Everything (Hitchhiker's Guide, #3)"
752,Sarah J. Maas,"Crown of Midnight (Throne of Glass, #2)"
753,Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life"
754,Jeannette Walls,Half Broke Horses
755,Terry Pratchett,"Mort (Death, #1; Discworld, #4)"
756,Julie Kagawa,"The Iron King (The Iron Fey, #1)"
757,Larry McMurtry,Lonesome Dove
758,Mary Roach,Stiff: The Curious Lives of Human Cadavers
759,Richelle Mead,"Bloodlines (Bloodlines, #1)"
760,Orson Scott Card,"Ender's Shadow (Ender's Shadow, #1)"
761,Sophie Kinsella,Twenties Girl
762,Thomas Keneally,Schindler's List
763,Toni Morrison,The Bluest Eye
764,Philippa Gregory,"The White Queen (The Plantagenet and Tudor Novels, #2)"
765,"Malcolm X, Alex Haley",The Autobiography of Malcolm X
766,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes (The Sandman #1)
767,Laura Hillenbrand,Seabiscuit: An American Legend
768,Dennis Lehane,Shutter Island
769,Arthur Conan Doyle,The Complete Sherlock Holmes
770,"William Shakespeare, Roma Gill",Julius Caesar
771,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
772,"Plato, Desmond Lee",The Republic
773,William Shakespeare,The Taming of the Shrew
774,Marissa Meyer,"Cress (The Lunar Chronicles, #3)"
775,Patti Smith,Just Kids
776,Phaidon Press,The Art Book
777,Jane Green,Jemima J
778,"Victor Hugo, Walter J. Cobb",The Hunchback of Notre-Dame
779,Rohinton Mistry,A Fine Balance
780,"Bill Watterson, G.B. Trudeau",Calvin and Hobbes
781,Scott Westerfeld,"Specials (Uglies, #3)"
782,Kate Chopin,The Awakening
783,"P.C. Cast, Kristin Cast","Hunted (House of Night, #5)"
784,Mitch Albom,For One More Day
785,Tom Clancy,"Clear and Present Danger (Jack Ryan Universe, #6)"
786,Shel Silverstein,Falling Up
787,Justin Halpern,Sh*t My Dad Says
788,"Irvine Welsh, Eric Lindor Fall",Trainspotting
789,Isaac Asimov,Foundation and Empire (Foundation #2)
790,Miguel Ruiz,The Four Agreements: A Practical Guide to Personal Freedom
791,Jodi Picoult,House Rules
792,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",The Complete Grimm's Fairy Tales
793,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler
794,Stephen King,"Doctor Sleep (The Shining, #2)"
795,Nick Hornby,About a Boy
796,Samantha Young,"On Dublin Street (On Dublin Street, #1)"
797,"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God
798,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish"
799,Dean Koontz,Watchers
800,Helen Keller,The Story of My Life
801,Jonathan Tropper,This is Where I Leave You
802,Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter
803,"Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 1"
804,William Shakespeare,The Tempest
805,"P.C. Cast, Kristin Cast","Burned (House of Night, #7)"
806,"Stephen King, Dave McKean","Wizard and Glass (The Dark Tower, #4)"
807,Dave Eggers,The Circle
808,Brian Selznick,The Invention of Hugo Cabret
809,"Aldous Huxley, Christopher Hitchens",Brave New World / Brave New World Revisited
810,Bisco Hatori,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)"
811,Mary Kubica,The Good Girl
812,Abbi Glines,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)"
813,Rainbow Rowell,Landline
814,"P.C. Cast, Kristin Cast","Tempted (House of Night, #6)"
815,Cormac McCarthy,No Country for Old Men
816,Hilary Mantel,"Wolf Hall (Thomas Cromwell, #1)"
817,Diana Wynne Jones,"Howl's Moving Castle (Howl's Moving Castle, #1)"
818,"Stephen King, William Olivier Desmond",Dreamcatcher
819,Henry David Thoreau,Walden
820,Kazuo Ishiguro,The Remains of the Day
821,Nicholas Sparks,The Best of Me
822,Julian Barnes,The Sense of an Ending
823,Sue Grafton,"A is for Alibi (Kinsey Millhone, #1)"
824,"Sophocles, J.E. Thomas","Oedipus Rex  (The Theban Plays, #1)"
825,Lisa See,Shanghai Girls (Shanghai Girls #1)
